/* DATA DESCRIPTION:
Citation:	De Luca, Enrica; Weigelt, Alexandra; Schmid, Bernhard; Fischer, Markus (2016): Aboveground community and species-specific plant biomass from the Jena Experiment (Main Experiment, year 2010). PANGAEA, https://doi.org/10.1594/PANGAEA.866305, 
B1A07	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																													94.00		92.63														0.00	5.67	57.50	186.63
B1A08	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																				190.00									0.00	0.99	7.00	190.00
B1A08	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																				155.00									0.00	0.00	59.00	155.00
B1A08	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																				172.50									0.00	0.50	33.00	172.50
B1A08	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																				19.00									0.00	2.84	163.00	19.00
B1A08	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																				25.00									0.00	0.00	179.00	25.00
B1A08	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																				22.00									0.00	1.42	171.00	22.00
B1A09	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																													-9999.00	-9999.00	-9999.00	-9999.00
B1A09	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																													-9999.00	-9999.00	-9999.00	-9999.00
B1A09	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																													-9999.00	-9999.00	-9999.00	-9999.00
B1A09	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																													-9999.00	-9999.00	-9999.00	0.00
B1A09	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																													-9999.00	-9999.00	-9999.00	0.00
B1A09	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																													-9999.00	-9999.00	-9999.00	-9999.00
B1A11	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																													0.85	0.00	0.00	0			0.00	0.96	1.00	44.00	13.00	0.00		11.00	62.00		1.69	0.45	0.00	0.00													0.00	0.00	29.00	134.95
B1A11	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																													0.00	0.00	0.00	0			0.00	0.00	0.00	14.00	1.31	0.00		0.85	40.00		0.48	0.00	0.00	0.00													0.00	0.00	6.68	56.64
B1A11	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																													0.42	0.00	0.00	0			0.00	0.48	0.50	29.00	7.16	0.00		5.92	51.00		1.08	0.22	0.00	0.00													0.00	0.00	17.84	95.80
B1A11	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																													0.42	0.00	0.00	0			0.00	1.46	19.00	62.00	7.00	8.00		0.97	92.00		1.84	0.30	0.00	0.00													0.00	8.00	4.50	192.99
B1A11	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																													1.08	0.00	0.00	0			0.00	0.00	0.00	71.00	0.71	0.00		0.08	187.00		7.00	0.37	0.00	0.00													0.00	12.00	5.00	267.24
B1A11	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																													0.75	0.00	0.00	0			0.00	0.73	9.50	66.50	3.86	4.00		0.52	139.50		4.42	0.34	0.00	0.00													0.00	10.00	4.75	230.12
B1A12	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																	4.39		0.00	53.00	0.00	0.00	73.00		3.54	11.00			0.00	0.00	28.00	144.93
B1A12	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																	8.00		0.00	0.00	0.00	0.00	38.00		0.00	0.29			0.00	0.00	18.00	46.29
B1A12	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																	6.20		0.00	26.50	0.00	0.00	55.50		1.77	5.64			0.00	0.00	23.00	95.61
B1A12	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																	1.43		0.00	30.00	0.00	0.00	0.00		0.00	142.00			0.00	9.24	21.00	173.43
B1A12	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																	0.00		0.00	5.00	0.00	0.00	0.00		16.00	1.60			0.00	7.74	75.00	22.60
B1A12	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																	0.72		0.00	17.50	0.00	0.00	0.00		8.00	71.80			0.00	8.49	48.00	98.02
B1A13	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																		0.18	0.00	13.00	0.00								0.00	0.00	76.00	13.18
B1A13	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																		0.00	0.00	11.00	0.00								0.00	0.00	205.00	11.00
B1A13	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																		0.09	0.00	12.00	0.00								0.00	0.00	140.50	12.09
B1A13	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																		0.00	0.00	50.00	0.00								0.00	0.00	87.00	50.00
B1A13	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																		0.00	0.00	33.00	332.00								0.00	13.10	157.00	365.00
B1A13	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																		0.00	0.00	41.50	166.00								0.00	6.55	122.00	207.50
B1A14	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0												3.03				17.00					80.00	6.00								0.00							0.00																	0.00		6.0					0.00	2.37	11.00	112.03
B1A14	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0												2.32				1.34					34.00	28.00								0.00							0.00																	0.00		0.0					2.43	0.42	168.43	65.66
B1A14	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0												2.67				9.17					57.00	17.00								0.00							0.00																	0.00		3.0					1.22	1.40	89.72	88.84
B1A14	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0												2.45				2.09					77.00	28.00								0.00							0.43																	0.00		0.0					0.00	7.00	14.00	109.97
B1A14	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0												0.59				2.56					68.00	50.00								0.00							0.00																	0.00		0.0					0.00	9.00	5.92	121.15
B1A14	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0												1.52				2.33					72.50	39.00								0.00							0.22																	0.00		0.0					0.00	8.00	9.96	115.56
B1A15	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																				40.00																									0.00	0.00	32.00	40.00
B1A15	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																				68.00																									0.00	0.54	34.00	68.00
B1A15	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																				54.00																									0.00	0.27	33.00	54.00
B1A15	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																				2.90																									0.00	0.85	163.00	2.90
B1A15	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																				15.00																									0.00	1.89	123.00	15.00
B1A15	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																				8.95																									0.00	1.37	143.00	8.95
B1A16	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0														0.26								83.00																																							0.00	0.00	52.00	83.26
B1A16	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0														3.00								95.00																																							0.00	1.70	62.00	98.00
B1A16	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0														1.63								89.00																																							0.00	0.85	57.00	90.63
B1A16	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0														10.70								128.00																																							0.00	15.00	43.00	138.70
B1A16	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0														10.00								155.00																																							0.00	12.00	1.00	165.00
B1A16	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0														10.35								141.50																																							0.00	13.50	22.00	151.85
B1A17	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	39.00																																				22.00																								0.00	1.24	52.00	61.00
B1A17	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	10.00																																				44.00																								0.00	1.00	28.00	54.00
B1A17	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	24.50																																				33.00																								0.00	1.12	40.00	57.50
B1A17	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	29.00																																				68.00																								0.00	5.49	85.00	97.00
B1A17	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	12.00																																				61.00																								0.00	5.43	62.00	73.00
B1A17	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	20.50																																				64.50																								0.00	5.46	73.50	85.00
B1A18	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																									13.93																																				3.00	0.00	11.79	13.93
B1A18	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																									18.67																																				0.00	0.00	7.92	18.67
B1A18	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																									16.30																																				1.50	0.00	9.86	16.30
B1A18	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																									32.00																																				0.00	1.55	115.00	32.00
B1A18	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																									43.00																																				0.00	6.00	46.00	43.00
B1A18	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																									37.50																																				0.00	3.77	80.50	37.50
B1A19	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0			17.08									8.11													0.68						0.00																														1.36	0.55	47.00	25.87
B1A19	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0			104.00									10.00													0.43						0.00																														0.00	2.74	13.00	114.43
B1A19	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0			60.54									9.05													0.56						0.00																														0.68	1.64	30.00	70.15
B1A19	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0			158.00									1.45													0.64						0.00																														0.00	5.00	48.00	160.09
B1A19	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0			161.00									0.70													1.00						0.04																														0.00	1.15	23.00	162.74
B1A19	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0			159.50									1.07													0.82						0.02																														0.00	3.08	35.50	161.41
B1A20	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																	0.00	1.75		0.00	3.00	121.00						3.00	2.45										35.00		42.00				0.00		0.00			0.00		0.00	0.00				44.00		2.55		0.00	2.55	68.00	254.75
B1A20	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																	0.00	4.00		0.00	0.50	50.00						50.00	0.00										1.61		70.00				2.97		0.00			0.00		20.00	0.00				0.00		0.00		0.00	1.85	7.00	199.08
B1A20	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																	0.00	2.88		0.00	1.75	85.50						26.50	1.23										18.30		56.00				1.49		0.00			0.00		10.00	0.00				22.00		1.27		0.00	2.20	37.50	226.91
B1A20	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																	0.00	0.95		0.00	0.00	104.00						3.00	11.00										5.11		40.00				8.00		0.00			6.00		0.00	0.00				0.00		34.00		4.73	7.00	0.31	212.06
B1A20	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																	0.00	1.01		0.00	0.00	160.00						2.60	9.00										0.50		25.00				7.00		0.00			0.00		0.00	0.00				0.00		0.00		0.00	6.83	18.00	205.11
B1A20	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																	0.00	0.98		0.00	0.00	132.00						2.80	10.00										2.81		32.50				7.50		0.00			3.00		0.00	0.00				0.00		17.00		2.37	6.92	9.15	208.59
B1A21	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0									0.00			16.58																	1.78							1.59																									0.00	0.00	66.00	19.95
B1A21	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0									33.00			7.67																	3.50							2.76																									0.00	0.00	107.00	46.93
B1A21	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0									16.50			12.12																	2.64							2.17																									0.00	0.00	86.50	33.44
B1A21	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0									8.00			3.64																	15.00							0.00																									0.00	4.51	157.00	26.64
B1A21	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0									10.00			2.46																	11.00							11.00																									0.21	0.88	118.00	34.46
B1A21	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0									9.00			3.05																	13.00							5.50																									0.10	2.69	137.50	30.55
B1A22	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	0.00	1.10	2.26	0.00	0.00	0	0.34	0.00	0.01	0.00	0.00	0.00	0.00	11.00	8.00	1.07	0.41	0.00	0.00	0.00	61.00	3.41	0.00	0.00	0.00	0.04	12.00	1.97	17.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.02	3.18	0.36	0.00	0.00	0.00	11.00	0.00	0.37	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	17.00	0.0	0.00	0.24	0.00	5.00	2.56	1.02	0.34	157.78
B1A22	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	6.00	0.00	13.00	0.08	0.00	0.00	0	26.00	0.00	0.00	0.00	0.00	0.00	0.00	32.50	0.70	0.00	0.00	0.11	0.00	0.00	32.00	0.00	0.00	0.00	0.00	0.08	0.68	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	2.59	0.02	0.05	0.00	0.00	13.40	0.00	0.04	0.00	0.00	7.00	0.00	0.00	0.00	0.00	0.00	2.00	0.0	0.00	0.00	0.00	0.00	2.65	3.00	0.00	136.25
B1A22	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	3.00	0.00	7.05	1.17	0.00	0.00	0	13.17	0.00	0.00	0.00	0.00	0.00	0.00	21.75	4.35	0.54	0.20	0.06	0.00	0.00	46.50	1.70	0.00	0.00	0.00	0.06	6.34	0.98	8.50	0.00	0	0.00	0.00	0.00	0.00	0.00	0.01	2.88	0.19	0.02	0.00	0.00	12.20	0.00	0.20	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	9.50	0.0	0.00	0.12	0.00	2.50	2.60	2.01	0.17	147.01
B1A22	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.20	0.00	12.00	0.00	0.00	0.00	0	0.10	0.00	0.00	0.00	0.00	0.00	0.18	5.00	1.62	0.00	0.00	0.01	0.00	0.00	127.00	0.00	0.00	0.00	0.00	0.00	29.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	2.59	4.00	5.04	5.00	2.38	0.00	46.00	0.20	0.73	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.00	0.04	0.00	0.00	4.81	11.00	0.00	241.11
B1A22	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.01	0.00	7.55	1.06	0.00	0.00	0	44.00	0.00	0.00	0.00	0.00	0.00	0.76	1.85	0.64	0.00	0.00	0.28	0.00	0.00	80.00	0.00	0.00	0.00	0.00	0.45	12.00	0.86	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	4.00	85.00	44.00	0.00	0.00	0.00	9.00	0.28	2.01	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	0.00	3.07	24.00	0.00	299.75
B1A22	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.60	0.00	9.78	0.53	0.00	0.00	0	22.05	0.00	0.00	0.00	0.00	0.00	0.47	3.42	1.13	0.00	0.00	0.14	0.00	0.00	103.50	0.00	0.00	0.00	0.00	0.22	20.50	0.43	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	3.29	44.50	24.52	2.50	1.19	0.00	27.50	0.24	1.37	0.00	0.00	2.51	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.00	0.02	0.00	0.00	3.94	17.50	0.00	270.43
B2A01	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0		0.00																							0.00																153.00																	12.28			0.00	0.00	21.70	165.28
B2A01	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0		1.42																							0.00																183.00																	0.00			0.00	0.00	30.00	184.42
B2A01	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0		0.71																							0.00																168.00																	6.14			0.00	0.00	25.85	174.85
B2A01	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0		1.25																							0.99																208.00																	0.50			0.00	14.00	11.00	210.74
B2A01	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0		2.00																							0.00																340.00																	0.00			0.07	6.00	3.59	342.00
B2A01	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0		1.62																							0.50																274.00																	0.25			0.04	10.00	7.29	276.37
