Year	Sampling #	plot	Ring	CO2 Treatment	Nitrogen Treatment	CountOfSpecies	CountOfGroup	Experiment	monospecies	Monogroup	Water Treatment 	Temp Treatment 	pH
2008	11	100	2	Camb	Namb	1	1	M	Lupinus perennis	Legume			6.1
2008	11	101	2	Camb	Nenrich	1	1	M	Andropogon gerardi	C-4			5.6
2008	11	102	2	Camb	Namb	1	1	M	Petalostemum villosum	Legume			5
2008	11	103	2	Camb	Nenrich	1	1	M	Bromus inermis	C-3			5.3
2008	11	104	2	Camb	Namb	16	4	M					6.1
2008	11	105	2	Camb	Namb	4	1	S		C-4			5.4
2008	11	106	2	Camb	Namb	9	4	M			H2Oamb		6.1
2008	11	107	2	Camb	Namb	16	4	M					6
2008	11	108	2	Camb	Nenrich	16	4	M					5.8
2008	11	109	2	Camb	Namb	1	1	M	Bromus inermis	C-3			5.6
2008	11	110	2	Camb	Nenrich	16	4	M					6.3
2008	11	111	2	Camb	Namb	1	1	M	Agropyron repens	C-3			5
2008	11	112	2	Camb	Nenrich	1	1	M	Agropyron repens	C-3			4.9
2008	11	113	2	Camb	Nenrich	1	1	M	Poa pratensis	C-3			4.9
2008	11	114	2	Camb	Nenrich	4	3	M					5.4
2008	11	115	2	Camb	Namb	1	1	M	Poa pratensis	C-3			5.3
2008	11	116	2	Camb	Namb	1	1	M	Lespedeza capitata	Legume			4.9
2008	11	117	2	Camb	Nenrich	9	3	M			H2Oneg		5.5
2008	11	118	2	Camb	Nenrich	16	4	M					5.8
2008	11	119	2	Camb	Namb	9	4	M			H2Oamb		5.6
2008	11	120	2	Camb	Namb	4	3	M					5.5
2008	11	121	2	Camb	Namb	4	2	M					5.3
2008	11	122	2	Camb	Namb	1	1	M	Koeleria cristata	C-3			5.3
2008	11	123	3	Cenrich	Nenrich	1	1	M	Sorghastrum nutans	C-4			5
2008	11	124	3	Cenrich	Nenrich	4	1	S		C-4			5.4
2008	11	125	3	Cenrich	Nenrich	4	2	M					5.5
2008	11	126	3	Cenrich	Namb	1	1	M	Sorghastrum nutans	C-4			5.5
2008	11	127	3	Cenrich	Nenrich	4	2	M					5.6
2008	11	128	3	Cenrich	Namb	9	4	M			H2Oamb		5.5
2008	11	129	3	Cenrich	Namb	4	3	M					5.7
2008	11	130	3	Cenrich	Nenrich	16	4	M					5.8
2008	11	131	3	Cenrich	Namb	9	4	M			H2Oneg		6.2
2008	11	132	3	Cenrich	Nenrich	1	1	M	Schizachyrium scoparium	C-4			5.5
2008	11	133	3	Cenrich	Namb	9	4	M			H2Oamb		5.7
2008	11	134	3	Cenrich	Namb	1	1	M	Koeleria cristata	C-3			5.7
2008	11	135	3	Cenrich	Namb	1	1	M	Lupinus perennis	Legume			5.6
2008	11	136	3	Cenrich	Nenrich	4	1	S		Forb			5.7
2008	11	137	3	Cenrich	Nenrich	1	1	M	Lespedeza capitata	Legume			4.7
2008	11	138	3	Cenrich	Namb	1	1	M	Poa pratensis	C-3			5.4
2008	11	139	3	Cenrich	Namb	1	1	M	Petalostemum villosum	Legume			5.1
2008	11	140	3	Cenrich	Namb	1	1	M	Andropogon gerardi	C-4			5.7
2008	11	141	3	Cenrich	Nenrich	1	1	M	Lupinus perennis	Legume			5.7
2008	11	142	3	Cenrich	Nenrich	1	1	M	Anemone cylindrica	Forb			4.6
2008	11	143	3	Cenrich	Nenrich	1	1	M	Solidago rigida	Forb			5.6
2008	11	144	3	Cenrich	Nenrich	1	1	M	Agropyron repens	C-3			5.1
2008	11	145	3	Cenrich	Namb	1	1	M	Agropyron repens	C-3			5.3
2008	11	146	3	Cenrich	Namb	1	1	M	Anemone cylindrica	Forb			4.8
2008	11	147	3	Cenrich	Namb	16	4	M					6.1
2008	11	148	3	Cenrich	Namb	4	3	M					5.6
2008	11	149	3	Cenrich	Nenrich	9	4	M			H2Oneg		6.3
2008	11	150	3	Cenrich	Namb	4	1	S		Legume			6.2
2008	11	151	3	Cenrich	Nenrich	16	4	M					5.9
2008	11	152	3	Cenrich	Namb	4	1	S		C-4			5.8
2008	11	153	3	Cenrich	Namb	1	1	M	Solidago rigida	Forb			5.9
2008	11	154	3	Cenrich	Nenrich	4	4	S					5.6
2008	11	155	3	Cenrich	Namb	4	4	S					5.8
2008	11	156	3	Cenrich	Namb	4	2	M					5.6
2008	11	157	3	Cenrich	Namb	4	1	S		C-3			5.6
2008	11	158	3	Cenrich	Nenrich	1	1	M	Amorpha canescens	Legume			4.8
2008	11	159	3	Cenrich	Namb	1	1	M	Achillea millefolium	Forb			5.6
2008	11	160	3	Cenrich	Nenrich	1	1	M	Asclepias tuberosa	Forb			4.9
2008	11	161	3	Cenrich	Nenrich	9	4	M					5.7
2008	11	162	3	Cenrich	Nenrich	4	3	M					6.6
2008	11	163	3	Cenrich	Namb	16	4	M					6.4
2008	11	164	3	Cenrich	Namb	4	4	M					6.4
2008	11	165	3	Cenrich	Nenrich	9	3	M			H2Oneg		6.3
2008	11	166	3	Cenrich	Nenrich	9	4	M			H2Oamb		6.1
2008	11	167	3	Cenrich	Nenrich	4	3	M					6.3
2008	11	168	3	Cenrich	Nenrich	4	1	S		C-3			6.2
2008	11	169	3	Cenrich	Namb	1	1	M	Amorpha canescens	Legume			6
2008	11	170	3	Cenrich	Namb	9	4	M					6
2008	11	171	3	Cenrich	Nenrich	9	4	M			H2Oamb		6.1
2008	11	172	3	Cenrich	Namb	4	1	S		Forb			5.9
2008	11	173	3	Cenrich	Namb	16	4	M					6
2008	11	174	3	Cenrich	Nenrich	1	1	M	Bromus inermis	C-3			5.4
2008	11	175	3	Cenrich	Nenrich	16	4	M					6.3
2008	11	176	3	Cenrich	Nenrich	4	3	M					6.1
2008	11	177	3	Cenrich	Namb	9	4	M			H2Oneg		6.1
2008	11	178	3	Cenrich	Namb	4	3	M					6
2008	11	179	3	Cenrich	Namb	16	4	M					6.3
2008	11	180	3	Cenrich	Nenrich	16	4	M					6.1
2008	11	181	3	Cenrich	Nenrich	4	1	S		Legume			5.4
2008	11	182	3	Cenrich	Namb	0	1	M					5
2008	11	183	3	Cenrich	Nenrich	1	1	M	Poa pratensis	C-3			5.7
2008	11	184	4	Camb	Namb	16	4	M					5.8
2008	11	185	4	Camb	Nenrich	9	4	M			H2Oneg		5.8
2008	11	186	4	Camb	Nenrich	9	4	M			H2Oamb		6.2
2008	11	187	4	Camb	Namb	9	4	M					6
2008	11	188	4	Camb	Namb	16	4	M					5.9
2008	11	189	4	Camb	Namb	4	3	M					6.3
2008	11	190	4	Camb	Namb	1	1	M	Lupinus perennis	Legume			5.9
2008	11	191	4	Camb	Namb	4	2	S					5.9
2008	11	192	4	Camb	Namb	1	1	M	Asclepias tuberosa	Forb			5.2
2008	11	193	4	Camb	Nenrich	4	3	M					5.5
2008	11	194	4	Camb	Nenrich	9	4	M			H2Oamb		6.1
2008	11	195	4	Camb	Nenrich	1	1	M	Koeleria cristata	C-3			5
2008	11	196	4	Camb	Nenrich	1	1	M	Amorpha canescens	Legume			4.6
2008	11	197	4	Camb	Nenrich	4	2	M					5.5
2008	11	198	4	Camb	Namb	4	3	M					5.9
2008	11	199	4	Camb	Namb	1	1	M	Solidago rigida	Forb			5.6
2008	11	200	4	Camb	Namb	4	1	S		Forb			5.6
2008	11	201	4	Camb	Namb	16	4	M					6.2
2008	11	202	4	Camb	Namb	1	1	M	Bromus inermis	C-3			5.8
2008	11	203	4	Camb	Nenrich	4	4	S					5.8
2008	11	204	4	Camb	Nenrich	1	1	M	Bouteloua gracilis	C-4			5.6
2008	11	205	4	Camb	Nenrich	16	4	M					6
2008	11	206	4	Camb	Nenrich	4	2	M					6
2008	11	207	4	Camb	Nenrich	4	1	S		C-4			6.8
2008	11	208	4	Camb	Nenrich	1	1	M	Petalostemum villosum	Legume			4.8
2008	11	209	4	Camb	Namb	1	1	M	Amorpha canescens	Legume			4.9
2008	11	210	4	Camb	Nenrich	1	1	M	Achillea millefolium	Forb			5.1
2008	11	211	4	Camb	Namb	4	2	M					5.7
2008	11	212	4	Camb	Nenrich	1	1	M	Lupinus perennis	Legume			5.5
2008	11	213	4	Camb	Nenrich	16	4	M					5.9
2008	11	214	4	Camb	Nenrich	4	1	S		Forb			5.8
2008	11	215	4	Camb	Nenrich	4	1	S		C-3			5.8
2008	11	216	4	Camb	Namb	4	4	S					6.2
2008	11	217	4	Camb	Namb	0	1	M					5.4
2008	11	218	4	Camb	Nenrich	4	4	M					5.8
2008	11	219	4	Camb	Nenrich	1	1	M	Andropogon gerardi	C-4			5.1
2008	11	220	4	Camb	Namb	4	3	M					6.1
2008	11	221	4	Camb	Namb	4	1	S		C-4			5.8
2008	11	222	4	Camb	Namb	16	4	M					5.9
2008	11	223	4	Camb	Namb	1	1	M	Achillea millefolium	Forb			5.7
2008	11	224	4	Camb	Nenrich	9	4	M			H2Oneg		5.8
2008	11	225	4	Camb	Nenrich	1	1	M	Agropyron repens	C-3			4.8
2008	11	226	4	Camb	Namb	9	4	M					6
2008	11	227	4	Camb	Namb	1	1	M	Bouteloua gracilis	C-4			5.8
2008	11	228	4	Camb	Namb	1	1	M	Poa pratensis	C-3			5.7
2008	11	229	4	Camb	Namb	1	1	M	Anemone cylindrica	Forb			5
2008	11	230	4	Camb	Namb	9	4	M			H2Oneg		5.5
2008	11	231	4	Camb	Namb	1	1	M	Schizachyrium scoparium	C-4			5.7
2008	11	232	4	Camb	Nenrich	9	4	M			H2Oamb		5.7
2008	11	233	4	Camb	Namb	9	4	M			H2Oamb		5.7
2008	11	234	4	Camb	Nenrich	16	4	M					5.9
2008	11	235	4	Camb	Namb	1	1	M	Agropyron repens	C-3			5.7
2008	11	236	4	Camb	Nenrich	16	4	M					6
2008	11	237	4	Camb	Nenrich	1	1	M	Anemone cylindrica	Forb			4.6
2008	11	238	4	Camb	Nenrich	4	4	M					5.4
2008	11	239	4	Camb	Namb	4	3	M					5.7
2008	11	240	4	Camb	Nenrich	4	1	S		Legume			5.5
2008	11	241	4	Camb	Nenrich	1	1	M	Lespedeza capitata	Legume			4.9
2008	11	242	4	Camb	Namb	4	1	S		Legume			5.8
2008	11	243	4	Camb	Namb	9	3	M			H2Oneg		6.1
2008	11	244	4	Camb	Namb	4	1	S		C-3			5.8
2008	11	245	5	Cenrich	Nenrich	9	4	M			H2Oneg		6.3
2008	11	246	5	Cenrich	Nenrich	1	1	M	Poa pratensis	C-3			5.4
2008	11	247	5	Cenrich	Nenrich	4	1	S		C-4			5.5
2008	11	248	5	Cenrich	Namb	1	1	M	Asclepias tuberosa	Forb			5.5
2008	11	249	5	Cenrich	Nenrich	4	2	M					5.6
2008	11	250	5	Cenrich	Namb	16	4	M					6.2
2008	11	251	5	Cenrich	Nenrich	1	1	M	Andropogon gerardi	C-4			5.5
2008	11	252	5	Cenrich	Namb	1	1	M	Andropogon gerardi	C-4			5.9
2008	11	253	5	Cenrich	Nenrich	16	4	M					6.1
2008	11	254	5	Cenrich	Namb	1	1	M	Schizachyrium scoparium	C-4			5.8
2008	11	255	5	Cenrich	Namb	4	3	M					6.5
2008	11	256	5	Cenrich	Nenrich	1	1	M	Lespedeza capitata	Legume			5
2008	11	257	5	Cenrich	Namb	1	1	M	Achillea millefolium	Forb			5.6
2008	11	258	5	Cenrich	Nenrich	4	4	M					5.7
2008	11	259	5	Cenrich	Nenrich	4	3	M					5.7
2008	11	260	5	Cenrich	Nenrich	1	1	M	Koeleria cristata	C-3			5.2
2008	11	261	5	Cenrich	Namb	1	1	M	Koeleria cristata	C-3			5.2
2008	11	262	5	Cenrich	Nenrich	1	1	M	Lupinus perennis	Legume			5.6
2008	11	263	5	Cenrich	Namb	1	1	M	Bouteloua gracilis	C-4			5.7
2008	11	264	5	Cenrich	Namb	9	4	M			H2Oneg		6.3
2008	11	265	5	Cenrich	Nenrich	1	1	M	Bouteloua gracilis	C-4			5.9
2008	11	266	5	Cenrich	Namb	1	1	M	Bromus inermis	C-3			5.8
2008	11	267	5	Cenrich	Nenrich	16	4	M					6.6
2008	11	268	5	Cenrich	Namb	4	1	S		C-3			6.2
2008	11	269	5	Cenrich	Namb	4	1	S		Legume			6
2008	11	270	5	Cenrich	Namb	16	4	M					6
2008	11	271	5	Cenrich	Nenrich	1	1	M	Anemone cylindrica	Forb			4.8
2008	11	272	5	Cenrich	Namb	16	4	M					6
2008	11	273	5	Cenrich	Nenrich	1	1	M	Sorghastrum nutans	C-4			5.8
2008	11	274	5	Cenrich	Namb	9	3	M			H2Oamb		6.4
2008	11	275	5	Cenrich	Nenrich	16	4	M					6.2
2008	11	276	5	Cenrich	Nenrich	1	1	M	Achillea millefolium	Forb			5.3
2008	11	277	5	Cenrich	Namb	1	1	M	Sorghastrum nutans	C-4			5.5
2008	11	278	5	Cenrich	Namb	9	4	M			H2Oneg		6.4
2008	11	279	5	Cenrich	Namb	1	1	M	Amorpha canescens	Legume			5.2
2008	11	280	5	Cenrich	Nenrich	9	4	M			H2Oamb		5.7
2008	11	281	5	Cenrich	Namb	4	4	M					5.8
2008	11	282	5	Cenrich	Nenrich	9	4	M			H2Oamb		6
2008	11	283	5	Cenrich	Namb	16	4	M					6.4
2008	11	284	5	Cenrich	Nenrich	0	1	M					5
2008	11	285	5	Cenrich	Nenrich	1	1	M	Petalostemum villosum	Legume			5
2008	11	286	5	Cenrich	Nenrich	4	4	S					5
2008	11	287	5	Cenrich	Nenrich	4	1	S		C-3			5.5
2008	11	288	5	Cenrich	Namb	4	4	M					5.9
2008	11	289	5	Cenrich	Namb	0	1	M					4.8
2008	11	290	5	Cenrich	Nenrich	4	3	M					5.9
2008	11	291	5	Cenrich	Namb	4	4	S					5.7
2008	11	292	5	Cenrich	Nenrich	4	4	M					5.8
2008	11	293	5	Cenrich	Nenrich	9	4	M			H2Oneg		5.6
2008	11	294	5	Cenrich	Nenrich	9	4	M					5.3
2008	11	295	5	Cenrich	Namb	1	1	M	Petalostemum villosum	Legume			5
2008	11	296	5	Cenrich	Nenrich	4	1	S		Forb			5.1
2008	11	297	5	Cenrich	Namb	4	2	M					5.2
2008	11	298	5	Cenrich	Nenrich	4	1	S		Legume			5.5
2008	11	299	5	Cenrich	Namb	9	4	M			H2Oamb		5.5
2008	11	300	5	Cenrich	Namb	9	4	M					5.9
2008	11	301	5	Cenrich	Nenrich	16	4	M					6
2008	11	302	5	Cenrich	Namb	4	1	S		Forb			5.9
2008	11	303	5	Cenrich	Namb	4	1	S		C-4			5.9
2008	11	304	5	Cenrich	Namb	1	1	M	Lespedeza capitata	Legume			4.8
2008	11	305	5	Cenrich	Namb	4	2	M					5.9
2008	11	306	6	Camb	Namb	16	4	M					6
2008	11	307	6	Camb	Nenrich	16	4	M					6
2008	11	308	6	Camb	Namb	9	4	M			H2Oneg		6
2008	11	309	6	Camb	Namb	4	3	M					6.1
2008	11	310	6	Camb	Nenrich	1	1	M	Koeleria cristata	C-3			5.2
2008	11	311	6	Camb	Nenrich	16	4	M					5.7
2008	11	312	6	Camb	Namb	9	4	M					6
2008	11	313	6	Camb	Namb	4	1	S		Forb			5.6
2008	11	314	6	Camb	Namb	1	1	M	Solidago rigida	Forb			5.5
2008	11	315	6	Camb	Namb	4	1	S		C-4			5.6
2008	11	316	6	Camb	Nenrich	1	1	M	Amorpha canescens	Legume			4.6
2008	11	317	6	Camb	Nenrich	4	2	M					5.6
2008	11	318	6	Camb	Nenrich	1	1	M	Lespedeza capitata	Legume			4.8
2008	11	319	6	Camb	Nenrich	4	3	M					5.6
2008	11	320	6	Camb	Namb	9	4	M			H2Oamb		5.5
2008	11	321	6	Camb	Nenrich	16	4	M					6
2008	11	322	6	Camb	Namb	1	1	M	Lespedeza capitata	Legume			5
2008	11	323	6	Camb	Namb	1	1	M	Bouteloua gracilis	C-4			5.4
2008	11	324	6	Camb	Nenrich	9	4	M			H2Oamb		5.8
2008	11	325	6	Camb	Namb	4	3	M					5.8
2008	11	326	6	Camb	Nenrich	4	4	S					5.8
2008	11	327	6	Camb	Nenrich	1	1	M	Anemone cylindrica	Forb			4.6
2008	11	328	6	Camb	Nenrich	4	3	M					6
2008	11	329	6	Camb	Namb	1	1	M	Asclepias tuberosa	Forb			5.6
2008	11	330	6	Camb	Namb	1	1	M	Amorpha canescens	Legume			5.1
2008	11	331	6	Camb	Namb	1	1	M	Sorghastrum nutans	C-4			5.6
2008	11	332	6	Camb	Namb	4	4	M					5.7
2008	11	333	6	Camb	Nenrich	1	1	M	Poa pratensis	C-3			5.6
2008	11	334	6	Camb	Namb	4	3	M					5.7
2008	11	335	6	Camb	Nenrich	9	4	M					6
2008	11	336	6	Camb	Namb	1	1	M	Koeleria cristata	C-3			5.7
2008	11	337	6	Camb	Namb	4	2	S					5.7
2008	11	338	6	Camb	Nenrich	1	1	M	Solidago rigida	Forb			5.6
2008	11	339	6	Camb	Namb	1	1	M	Achillea millefolium	Forb			5.4
2008	11	340	6	Camb	Nenrich	4	1	S		C-3			5.6
2008	11	341	6	Camb	Nenrich	9	4	M			H2Oneg		5.7
2008	11	342	6	Camb	Nenrich	1	1	M	Asclepias tuberosa	Forb			4.7
2008	11	343	6	Camb	Namb	1	1	M	Andropogon gerardi	C-4			5.4
2008	11	344	6	Camb	Namb	16	4	M					5.8
2008	11	345	6	Camb	Namb	1	1	M	Schizachyrium scoparium	C-4			5.6
2008	11	346	6	Camb	Namb	4	4	M					5.8
2008	11	347	6	Camb	Namb	1	1	M	Petalostemum villosum	Legume			5.5
2008	11	348	6	Camb	Nenrich	4	1	S		C-4			5.5
2008	11	349	6	Camb	Nenrich	1	1	M	Schizachyrium scoparium	C-4			4.9
2008	11	350	6	Camb	Nenrich	4	1	S		Legume			4.6
2008	11	351	6	Camb	Nenrich	4	1	S		Forb			5
2008	11	352	6	Camb	Nenrich	1	1	M	Bromus inermis	C-3			5.3
2008	11	353	6	Camb	Nenrich	4	3	M					5.1
2008	11	354	6	Camb	Nenrich	16	4	M					5.8
2008	11	355	6	Camb	Namb	16	4	M					5.9
2008	11	356	6	Camb	Namb	9	4	M			H2Oneg		5.7
2008	11	357	6	Camb	Nenrich	9	4	M			H2Oamb		6
2008	11	358	6	Camb	Namb	16	4	M					6.1
2008	11	359	6	Camb	Namb	4	4	S					5.7
2008	11	360	6	Camb	Nenrich	9	4	M			H2Oneg		5.7
2008	11	361	6	Camb	Namb	9	4	M			H2Oamb		5.8
2008	11	362	6	Camb	Nenrich	1	1	M	Sorghastrum nutans	C-4			5.4
2008	11	363	6	Camb	Namb	4	1	S		Legume			5.3
2008	11	364	6	Camb	Namb	4	1	S		C-3			5.4
2008	11	365	6	Camb	Nenrich	4	2	M					5.5
2008	11	366	6	Camb	Nenrich	1	1	M	Achillea millefolium	Forb			4.8
2008	11	367	2	Camb	Namb	0	1	M					4.9
2008	11	368	3	Cenrich	Nenrich	0	1	M					4.4
2008	11	369	4	Camb	Nenrich	0	1	M					4.7
2008	11	370	6	Camb	Namb	0	1	M					4.8
2008	11	371	6	Camb	Nenrich	0	1	M					4.5
2009	12	1	1	Cenrich	Namb	4	2	M					5.8
2009	12	2	1	Cenrich	Namb	1	1	M	Bouteloua gracilis	C-4			5.9
2009	12	3	1	Cenrich	Nenrich	4	1	S		Legume			5.6
2009	12	4	1	Cenrich	Namb	4	3	M					6.2
2009	12	5	1	Cenrich	Namb	1	1	M	Asclepias tuberosa	Forb			5.9
2009	12	6	1	Cenrich	Namb	4	1	S		C-4			5.6
2009	12	7	1	Cenrich	Namb	9	4	M			H2Oneg		5.9
2009	12	8	1	Cenrich	Nenrich	1	1	M	Schizachyrium scoparium	C-4			5.7
2009	12	9	1	Cenrich	Namb	4	1	S		C-3			5.3
2009	12	10	1	Cenrich	Nenrich	4	3	M					6
2009	12	11	1	Cenrich	Nenrich	9	4	M			H2Oamb		6.3
2009	12	12	1	Cenrich	Nenrich	9	4	M					6
2009	12	13	1	Cenrich	Nenrich	16	4	M					6.4
2009	12	14	1	Cenrich	Namb	4	4	S					6
2009	12	15	1	Cenrich	Namb	4	3	M					5.5
2009	12	16	1	Cenrich	Namb	9	4	M					5.8
2009	12	17	1	Cenrich	Namb	9	4	M			H2Oneg		5.8
2009	12	18	1	Cenrich	Nenrich	1	1	M	Amorpha canescens	Legume			5.2
2009	12	19	1	Cenrich	Namb	4	3	M					5.8
2009	12	20	1	Cenrich	Nenrich	4	1	S		Forb			5.7
2009	12	21	1	Cenrich	Nenrich	9	4	M			H2Oamb		5.7
2009	12	22	1	Cenrich	Nenrich	1	1	M	Bromus inermis	C-3			5.8
2009	12	23	1	Cenrich	Namb	16	4	M					5.7
2009	12	24	1	Cenrich	Namb	1	1	M	Agropyron repens	C-3			5.7
2009	12	25	1	Cenrich	Nenrich	0	1	M					4.9
2009	12	26	1	Cenrich	Namb	9	4	M			H2Oamb		6.4
2009	12	27	1	Cenrich	Namb	4	1	S		Forb			6.2
2009	12	28	1	Cenrich	Namb	4	2	M					5.9
2009	12	29	1	Cenrich	Nenrich	4	2	M					6
2009	12	30	1	Cenrich	Nenrich	16	4	M					6
2009	12	31	1	Cenrich	Nenrich	1	1	M	Asclepias tuberosa	Forb			5.5
2009	12	32	1	Cenrich	Nenrich	1	1	M	Bouteloua gracilis	C-4			5.7
2009	12	33	1	Cenrich	Namb	16	4	M					5.9
2009	12	34	1	Cenrich	Nenrich	9	4	M			H2Oneg		6.1
2009	12	35	1	Cenrich	Namb	1	1	M	Lespedeza capitata	Legume			5.9
2009	12	36	1	Cenrich	Nenrich	1	1	M	Agropyron repens	C-3			5.7
2009	12	37	1	Cenrich	Nenrich	1	1	M	Petalostemum villosum	Legume			5.1
2009	12	38	1	Cenrich	Nenrich	4	2	M					5.9
2009	12	39	1	Cenrich	Namb	1	1	M	Bromus inermis	C-3			5.8
2009	12	40	1	Cenrich	Namb	1	1	M	Poa pratensis	C-3			5.8
2009	12	41	1	Cenrich	Nenrich	4	1	S		C-3			5.8
2009	12	42	1	Cenrich	Namb	1	1	M	Solidago rigida	Forb			5.8
2009	12	43	1	Cenrich	Nenrich	16	4	M					6.3
2009	12	44	1	Cenrich	Nenrich	4	3	M					6.1
2009	12	45	1	Cenrich	Namb	16	4	M					6.1
2009	12	46	1	Cenrich	Namb	1	1	M	Anemone cylindrica	Forb			5.7
2009	12	47	1	Cenrich	Nenrich	1	1	M	Koeleria cristata	C-3			5.5
2009	12	48	1	Cenrich	Namb	9	4	M			H2Oamb		6.3
2009	12	49	1	Cenrich	Nenrich	1	1	M	Achillea millefolium	Forb			5.7
2009	12	50	1	Cenrich	Nenrich	9	4	M			H2Oneg		6.1
2009	12	51	1	Cenrich	Namb	16	4	M					6.2
2009	12	52	1	Cenrich	Nenrich	16	4	M					6.2
2009	12	53	1	Cenrich	Nenrich	1	1	M	Solidago rigida	Forb			6
2009	12	54	1	Cenrich	Nenrich	4	1	S		C-4			5.8
2009	12	55	1	Cenrich	Namb	1	1	M	Lupinus perennis	Legume			5.3
2009	12	56	1	Cenrich	Namb	4	1	S		Legume			5.6
2009	12	57	1	Cenrich	Namb	1	1	M	Schizachyrium scoparium	C-4			5.7
2009	12	58	1	Cenrich	Nenrich	4	3	M					6.3
2009	12	59	1	Cenrich	Nenrich	4	4	S					6.1
2009	12	60	1	Cenrich	Nenrich	1	1	M	Andropogon gerardi	C-4			5.8
2009	12	61	1	Cenrich	Namb	0	1	M					5.4
2009	12	62	2	Camb	Namb	4	4	S					5.7
2009	12	63	2	Camb	Namb	4	3	M					5.6
2009	12	64	2	Camb	Nenrich	16	4	M					6
2009	12	65	2	Camb	Nenrich	9	4	M					6
2009	12	66	2	Camb	Nenrich	9	4	M			H2Oneg		6.7
2009	12	67	2	Camb	Namb	16	4	M					6.4
2009	12	68	2	Camb	Nenrich	1	1	M	Schizachyrium scoparium	C-4			5.4
2009	12	69	2	Camb	Namb	16	4	M					5.9
2009	12	70	2	Camb	Namb	1	1	M	Andropogon gerardi	C-4			5.7
2009	12	71	2	Camb	Nenrich	1	1	M	Sorghastrum nutans	C-4			5.5
2009	12	72	2	Camb	Nenrich	1	1	M	Petalostemum villosum	Legume			5
2009	12	73	2	Camb	Nenrich	0	1	M					4.6
2009	12	74	2	Camb	Nenrich	4	1	S		Legume			5.3
2009	12	75	2	Camb	Nenrich	4	3	M					5.4
2009	12	76	2	Camb	Nenrich	4	1	S		C-4			5.4
2009	12	77	2	Camb	Namb	1	1	M	Anemone cylindrica	Forb			5.1
2009	12	78	2	Camb	Namb	4	2	M					5.8
2009	12	79	2	Camb	Nenrich	4	3	M					5.6
2009	12	80	2	Camb	Namb	4	1	S		C-3			5.6
2009	12	81	2	Camb	Nenrich	1	1	M	Bouteloua gracilis	C-4			5.6
2009	12	82	2	Camb	Namb	4	3	M					5.8
2009	12	83	2	Camb	Namb	9	4	M			H2Oamb		5.9
2009	12	84	2	Camb	Nenrich	9	4	M			H2Oamb		5.8
2009	12	85	2	Camb	Nenrich	4	2	S					5.8
2009	12	86	2	Camb	Nenrich	4	3	M					5.7
2009	12	87	2	Camb	Namb	9	4	M			H2Oneg		6
2009	12	88	2	Camb	Nenrich	4	4	S					5.7
2009	12	89	2	Camb	Namb	4	1	S		Forb			5
2009	12	90	2	Camb	Namb	1	1	M	Sorghastrum nutans	C-4			5.5
2009	12	91	2	Camb	Nenrich	4	3	M					5.8
2009	12	92	2	Camb	Namb	9	4	M			H2Oneg		5.9
2009	12	93	2	Camb	Namb	4	1	S		Legume			5.3
2009	12	94	2	Camb	Nenrich	1	1	M	Asclepias tuberosa	Forb			4.7
2009	12	95	2	Camb	Nenrich	4	1	S		Forb			5.5
2009	12	96	2	Camb	Nenrich	1	1	M	Lupinus perennis	Legume			5.3
2009	12	97	2	Camb	Nenrich	9	4	M					5.5
2009	12	98	2	Camb	Nenrich	4	1	S		C-3			5.6
2009	12	99	2	Camb	Nenrich	1	1	M	Solidago rigida	Forb			5.7
2009	12	100	2	Camb	Namb	1	1	M	Lupinus perennis	Legume			5.9
2009	12	101	2	Camb	Nenrich	1	1	M	Andropogon gerardi	C-4			6.2
2009	12	102	2	Camb	Namb	1	1	M	Petalostemum villosum	Legume			5.5
2009	12	103	2	Camb	Nenrich	1	1	M	Bromus inermis	C-3			5.5
2009	12	104	2	Camb	Namb	16	4	M					5.5
2009	12	105	2	Camb	Namb	4	1	S		C-4			5.5
2009	12	106	2	Camb	Namb	9	4	M			H2Oamb		5.9
2009	12	107	2	Camb	Namb	16	4	M					5.8
2009	12	108	2	Camb	Nenrich	16	4	M					5.8
2009	12	109	2	Camb	Namb	1	1	M	Bromus inermis	C-3			5.7
2009	12	110	2	Camb	Nenrich	16	4	M					5.6
2009	12	111	2	Camb	Namb	1	1	M	Agropyron repens	C-3			5.5
2009	12	112	2	Camb	Nenrich	1	1	M	Agropyron repens	C-3			5.4
2009	12	113	2	Camb	Nenrich	1	1	M	Poa pratensis	C-3			5.4
2009	12	114	2	Camb	Nenrich	4	3	M					5.6
2009	12	115	2	Camb	Namb	1	1	M	Poa pratensis	C-3			5.6
2009	12	116	2	Camb	Namb	1	1	M	Lespedeza capitata	Legume			5.2
2009	12	117	2	Camb	Nenrich	9	3	M			H2Oneg		5.3
2009	12	118	2	Camb	Nenrich	16	4	M					5.7
2009	12	119	2	Camb	Namb	9	4	M			H2Oamb		5.6
2009	12	120	2	Camb	Namb	4	3	M					5.7
2009	12	121	2	Camb	Namb	4	2	M					5.5
2009	12	122	2	Camb	Namb	1	1	M	Koeleria cristata	C-3			5.5
2009	12	123	3	Cenrich	Nenrich	1	1	M	Sorghastrum nutans	C-4			5.2
2009	12	124	3	Cenrich	Nenrich	4	1	S		C-4			5.4
2009	12	125	3	Cenrich	Nenrich	4	2	M					5.7
2009	12	126	3	Cenrich	Namb	1	1	M	Sorghastrum nutans	C-4			5.6
