538_Reich_et_al-2016-mre141_Nitrogen_mineralization_rate,Date,Plot,Ring,CO2 Treatment,Nitrogen Treatment,CountOfSpecies,CountOfGroup,Experiment,monospecies,Monogroup,Water Treatment ,Temp Treatment ,Depth,Sub Sample,Mass (g/m2)
1,6/26/1998,365,6,Camb,Nenrich,4,2,M,,,,,0-20,Fine,1341.03
1,6/26/1998,366,6,Camb,Nenrich,1,1,M,Achillea millefolium,Forb,,,0-20,Coarse,0
1,6/26/1998,366,6,Camb,Nenrich,1,1,M,Achillea millefolium,Forb,,,0-20,Crowns,75.69
1,6/26/1998,366,6,Camb,Nenrich,1,1,M,Achillea millefolium,Forb,,,0-20,Fine,16.45
1,6/26/1998,366,6,Camb,Nenrich,1,1,M,Achillea millefolium,Forb,,,0-20,Fine,120.12
1,6/26/1998,366,6,Camb,Nenrich,1,1,M,Achillea millefolium,Forb,,,0-20,Fine,503.5
1,6/26/1998,370,6,Camb,Namb,0,1,M,,,,,0-20,Coarse,13.16
1,6/26/1998,370,6,Camb,Namb,0,1,M,,,,,0-20,Crowns,3.29
1,6/26/1998,370,6,Camb,Namb,0,1,M,,,,,0-20,Fine,105.31
1,6/26/1998,371,6,Camb,Nenrich,0,1,M,,,,,0-20,Coarse,8.23
1,6/26/1998,371,6,Camb,Nenrich,0,1,M,,,,,0-20,Crowns,0
1,6/26/1998,371,6,Camb,Nenrich,0,1,M,,,,,0-20,Fine,207.33
2,8/10/1998,1,1,Cenrich,Namb,4,2,M,,,,,0-20,Coarse,69.11
2,8/10/1998,1,1,Cenrich,Namb,4,2,M,,,,,0-20,Crowns,162.9
2,8/10/1998,1,1,Cenrich,Namb,4,2,M,,,,,0-20,Fine,1319.64
2,8/10/1998,2,1,Cenrich,Namb,1,1,M,Bouteloua gracilis,C-4,,,0-20,Coarse,0
2,8/10/1998,2,1,Cenrich,Namb,1,1,M,Bouteloua gracilis,C-4,,,0-20,Crowns,121.76
2,8/10/1998,2,1,Cenrich,Namb,1,1,M,Bouteloua gracilis,C-4,,,0-20,Fine,14.81
2,8/10/1998,2,1,Cenrich,Namb,1,1,M,Bouteloua gracilis,C-4,,,0-20,Fine,348.83
2,8/10/1998,3,1,Cenrich,Nenrich,4,1,S,,Legume,,,0-20,Coarse,92.14
2,8/10/1998,3,1,Cenrich,Nenrich,4,1,S,,Legume,,,0-20,Crowns,6.58
2,8/10/1998,3,1,Cenrich,Nenrich,4,1,S,,Legume,,,0-20,Fine,515.02
2,8/10/1998,4,1,Cenrich,Namb,4,3,M,,,,,0-20,Coarse,59.24
2,8/10/1998,4,1,Cenrich,Namb,4,3,M,,,,,0-20,Crowns,16.45
2,8/10/1998,4,1,Cenrich,Namb,4,3,M,,,,,0-20,Fine,561.09
2,8/10/1998,5,1,Cenrich,Namb,1,1,M,Asclepias tuberosa,Forb,,,0-20,Coarse,0
2,8/10/1998,5,1,Cenrich,Namb,1,1,M,Asclepias tuberosa,Forb,,,0-20,Crowns,0
2,8/10/1998,5,1,Cenrich,Namb,1,1,M,Asclepias tuberosa,Forb,,,0-20,Fine,14.81
2,8/10/1998,5,1,Cenrich,Namb,1,1,M,Asclepias tuberosa,Forb,,,0-20,Fine,256.69
2,8/10/1998,6,1,Cenrich,Namb,4,1,S,,C-4,,,0-20,Coarse,0
2,8/10/1998,6,1,Cenrich,Namb,4,1,S,,C-4,,,0-20,Crowns,255.04
2,8/10/1998,6,1,Cenrich,Namb,4,1,S,,C-4,,,0-20,Fine,570.97
2,8/10/1998,7,1,Cenrich,Namb,9,4,M,,,,,0-20,Coarse,845.76
2,8/10/1998,7,1,Cenrich,Namb,9,4,M,,,,,0-20,Crowns,49.36
2,8/10/1998,7,1,Cenrich,Namb,9,4,M,,,,,0-20,Fine,376.81
2,8/10/1998,9,1,Cenrich,Namb,4,1,S,,C-3,,,0-20,Coarse,228.72
2,8/10/1998,9,1,Cenrich,Namb,4,1,S,,C-3,,,0-20,Crowns,44.43
2,8/10/1998,9,1,Cenrich,Namb,4,1,S,,C-3,,,0-20,Fine,875.37
2,8/10/1998,11,1,Cenrich,Nenrich,9,4,M,,,,,0-20,Coarse,235.3
2,8/10/1998,11,1,Cenrich,Nenrich,9,4,M,,,,,0-20,Crowns,88.85
2,8/10/1998,11,1,Cenrich,Nenrich,9,4,M,,,,,0-20,Fine,1385.46
2,8/10/1998,13,1,Cenrich,Nenrich,16,4,M,,,,,0-20,Coarse,475.53
2,8/10/1998,13,1,Cenrich,Nenrich,16,4,M,,,,,0-20,Crowns,11.52
2,8/10/1998,13,1,Cenrich,Nenrich,16,4,M,,,,,0-20,Fine,16.45
2,8/10/1998,13,1,Cenrich,Nenrich,16,4,M,,,,,0-20,Fine,849.05
2,8/10/1998,14,1,Cenrich,Namb,4,4,S,,,,,0-20,Coarse,125.05
2,8/10/1998,14,1,Cenrich,Namb,4,4,S,,,,,0-20,Crowns,85.56
2,8/10/1998,14,1,Cenrich,Namb,4,4,S,,,,,0-20,Fine,684.5
2,8/10/1998,15,1,Cenrich,Namb,4,3,M,,,,,0-20,Coarse,590.71
2,8/10/1998,15,1,Cenrich,Namb,4,3,M,,,,,0-20,Crowns,0
2,8/10/1998,15,1,Cenrich,Namb,4,3,M,,,,,0-20,Fine,635.14
2,8/10/1998,18,1,Cenrich,Nenrich,1,1,M,Amorpha canescens,Legume,,,0-20,Coarse,0
2,8/10/1998,18,1,Cenrich,Nenrich,1,1,M,Amorpha canescens,Legume,,,0-20,Crowns,13.16
2,8/10/1998,18,1,Cenrich,Nenrich,1,1,M,Amorpha canescens,Legume,,,0-20,Fine,16.45
2,8/10/1998,18,1,Cenrich,Nenrich,1,1,M,Amorpha canescens,Legume,,,0-20,Fine,85.56
2,8/10/1998,19,1,Cenrich,Namb,4,3,M,,,,,0-20,Coarse,0
2,8/10/1998,19,1,Cenrich,Namb,4,3,M,,,,,0-20,Crowns,0
2,8/10/1998,19,1,Cenrich,Namb,4,3,M,,,,,0-20,Fine,1599.37
2,8/10/1998,46,1,Cenrich,Namb,1,1,M,Anemone cylindrica,Forb,,,0-20,Coarse,3.29
2,8/10/1998,46,1,Cenrich,Namb,1,1,M,Anemone cylindrica,Forb,,,0-20,Crowns,54.3
2,8/10/1998,46,1,Cenrich,Namb,1,1,M,Anemone cylindrica,Forb,,,0-20,Fine,27.97
2,8/10/1998,46,1,Cenrich,Namb,1,1,M,Anemone cylindrica,Forb,,,0-20,Fine,602.23
2,8/10/1998,47,1,Cenrich,Nenrich,1,1,M,Koeleria cristata,C-3,,,0-20,Coarse,0
2,8/10/1998,47,1,Cenrich,Nenrich,1,1,M,Koeleria cristata,C-3,,,0-20,Crowns,39.49
2,8/10/1998,47,1,Cenrich,Nenrich,1,1,M,Koeleria cristata,C-3,,,0-20,Fine,14.81
2,8/10/1998,47,1,Cenrich,Nenrich,1,1,M,Koeleria cristata,C-3,,,0-20,Fine,524.89
2,8/10/1998,49,1,Cenrich,Nenrich,1,1,M,Achillea millefolium,Forb,,,0-20,Coarse,11.52
2,8/10/1998,49,1,Cenrich,Nenrich,1,1,M,Achillea millefolium,Forb,,,0-20,Crowns,60.88
2,8/10/1998,49,1,Cenrich,Nenrich,1,1,M,Achillea millefolium,Forb,,,0-20,Fine,32.91
2,8/10/1998,49,1,Cenrich,Nenrich,1,1,M,Achillea millefolium,Forb,,,0-20,Fine,528.19
2,8/11/1998,8,1,Cenrich,Nenrich,1,1,M,Schizachyrium scoparium,C-4,,,0-20,Coarse,24.68
2,8/11/1998,8,1,Cenrich,Nenrich,1,1,M,Schizachyrium scoparium,C-4,,,0-20,Crowns,34.55
2,8/11/1998,8,1,Cenrich,Nenrich,1,1,M,Schizachyrium scoparium,C-4,,,0-20,Fine,13.16
2,8/11/1998,8,1,Cenrich,Nenrich,1,1,M,Schizachyrium scoparium,C-4,,,0-20,Fine,628.56
2,8/11/1998,10,1,Cenrich,Nenrich,4,3,M,,,,,0-20,Coarse,177.71
2,8/11/1998,10,1,Cenrich,Nenrich,4,3,M,,,,,0-20,Crowns,177.71
2,8/11/1998,10,1,Cenrich,Nenrich,4,3,M,,,,,0-20,Fine,23.04
2,8/11/1998,10,1,Cenrich,Nenrich,4,3,M,,,,,0-20,Fine,1067.89
2,8/11/1998,12,1,Cenrich,Nenrich,9,4,M,,,,,0-20,Coarse,113.54
2,8/11/1998,12,1,Cenrich,Nenrich,9,4,M,,,,,0-20,Crowns,97.08
2,8/11/1998,12,1,Cenrich,Nenrich,9,4,M,,,,,0-20,Fine,21.39
2,8/11/1998,12,1,Cenrich,Nenrich,9,4,M,,,,,0-20,Fine,1018.53
2,8/11/1998,16,1,Cenrich,Namb,9,4,M,,,,,0-20,Coarse,582.49
2,8/11/1998,16,1,Cenrich,Namb,9,4,M,,,,,0-20,Crowns,55.94
2,8/11/1998,16,1,Cenrich,Namb,9,4,M,,,,,0-20,Fine,732.22
2,8/11/1998,17,1,Cenrich,Namb,9,4,M,,,,,0-20,Coarse,872.08
2,8/11/1998,17,1,Cenrich,Namb,9,4,M,,,,,0-20,Crowns,0
2,8/11/1998,17,1,Cenrich,Namb,9,4,M,,,,,0-20,Fine,1232.43
2,8/11/1998,20,1,Cenrich,Nenrich,4,1,S,,Forb,,,0-20,Coarse,59.24
2,8/11/1998,20,1,Cenrich,Nenrich,4,1,S,,Forb,,,0-20,Crowns,111.89
2,8/11/1998,20,1,Cenrich,Nenrich,4,1,S,,Forb,,,0-20,Fine,1178.13
2,8/11/1998,21,1,Cenrich,Nenrich,9,4,M,,,,,0-20,Coarse,338.96
2,8/11/1998,21,1,Cenrich,Nenrich,9,4,M,,,,,0-20,Crowns,111.89
2,8/11/1998,21,1,Cenrich,Nenrich,9,4,M,,,,,0-20,Fine,924.74
2,8/11/1998,22,1,Cenrich,Nenrich,1,1,M,Bromus inermis,C-3,,,0-20,Coarse,120.12
2,8/11/1998,22,1,Cenrich,Nenrich,1,1,M,Bromus inermis,C-3,,,0-20,Crowns,85.56
2,8/11/1998,22,1,Cenrich,Nenrich,1,1,M,Bromus inermis,C-3,,,0-20,Fine,16.45
2,8/11/1998,22,1,Cenrich,Nenrich,1,1,M,Bromus inermis,C-3,,,0-20,Fine,1202.82
2,8/11/1998,23,1,Cenrich,Namb,16,4,M,,,,,0-20,Coarse,236.94
2,8/11/1998,23,1,Cenrich,Namb,16,4,M,,,,,0-20,Crowns,46.07
2,8/11/1998,23,1,Cenrich,Namb,16,4,M,,,,,0-20,Fine,14.81
2,8/11/1998,23,1,Cenrich,Namb,16,4,M,,,,,0-20,Fine,768.42
2,8/11/1998,24,1,Cenrich,Namb,1,1,M,Agropyron repens,C-3,,,0-20,Coarse,467.3
2,8/11/1998,24,1,Cenrich,Namb,1,1,M,Agropyron repens,C-3,,,0-20,Crowns,57.59
2,8/11/1998,24,1,Cenrich,Namb,1,1,M,Agropyron repens,C-3,,,0-20,Fine,18.1
2,8/11/1998,24,1,Cenrich,Namb,1,1,M,Agropyron repens,C-3,,,0-20,Fine,315.92
2,8/11/1998,25,1,Cenrich,Nenrich,0,1,M,,,,,0-20,Coarse,92.14
2,8/11/1998,25,1,Cenrich,Nenrich,0,1,M,,,,,0-20,Crowns,13.16
2,8/11/1998,25,1,Cenrich,Nenrich,0,1,M,,,,,0-20,Fine,14.81
2,8/11/1998,25,1,Cenrich,Nenrich,0,1,M,,,,,0-20,Fine,157.96
2,8/11/1998,26,1,Cenrich,Namb,9,4,M,,,,,0-20,Coarse,289.6
2,8/11/1998,26,1,Cenrich,Namb,9,4,M,,,,,0-20,Crowns,74.04
2,8/11/1998,26,1,Cenrich,Namb,9,4,M,,,,,0-20,Fine,760.19
2,8/11/1998,27,1,Cenrich,Namb,4,1,S,,Forb,,,0-20,Coarse,105.31
2,8/11/1998,27,1,Cenrich,Namb,4,1,S,,Forb,,,0-20,Crowns,129.99
2,8/11/1998,27,1,Cenrich,Namb,4,1,S,,Forb,,,0-20,Fine,995.49
2,8/11/1998,28,1,Cenrich,Namb,4,2,M,,,,,0-20,Coarse,289.6
2,8/11/1998,28,1,Cenrich,Namb,4,2,M,,,,,0-20,Crowns,39.49
2,8/11/1998,28,1,Cenrich,Namb,4,2,M,,,,,0-20,Fine,1482.54
2,8/11/1998,29,1,Cenrich,Nenrich,4,2,M,,,,,0-20,Coarse,108.6
2,8/11/1998,29,1,Cenrich,Nenrich,4,2,M,,,,,0-20,Crowns,0
2,8/11/1998,29,1,Cenrich,Nenrich,4,2,M,,,,,0-20,Fine,268.21
2,8/11/1998,30,1,Cenrich,Nenrich,16,4,M,,,,,0-20,Coarse,406.42
2,8/11/1998,30,1,Cenrich,Nenrich,16,4,M,,,,,0-20,Crowns,87.21
2,8/11/1998,30,1,Cenrich,Nenrich,16,4,M,,,,,0-20,Fine,1336.1
2,8/11/1998,31,1,Cenrich,Nenrich,1,1,M,Asclepias tuberosa,Forb,,,0-20,Coarse,320.86
2,8/11/1998,31,1,Cenrich,Nenrich,1,1,M,Asclepias tuberosa,Forb,,,0-20,Crowns,0
2,8/11/1998,31,1,Cenrich,Nenrich,1,1,M,Asclepias tuberosa,Forb,,,0-20,Fine,18.1
2,8/11/1998,31,1,Cenrich,Nenrich,1,1,M,Asclepias tuberosa,Forb,,,0-20,Fine,200.74
2,8/11/1998,32,1,Cenrich,Nenrich,1,1,M,Bouteloua gracilis,C-4,,,0-20,Coarse,0
2,8/11/1998,32,1,Cenrich,Nenrich,1,1,M,Bouteloua gracilis,C-4,,,0-20,Crowns,210.62
2,8/11/1998,32,1,Cenrich,Nenrich,1,1,M,Bouteloua gracilis,C-4,,,0-20,Fine,14.81
2,8/11/1998,32,1,Cenrich,Nenrich,1,1,M,Bouteloua gracilis,C-4,,,0-20,Fine,409.71
2,8/11/1998,33,1,Cenrich,Namb,16,4,M,,,,,0-20,Coarse,179.35
2,8/11/1998,33,1,Cenrich,Namb,16,4,M,,,,,0-20,Crowns,42.78
2,8/11/1998,33,1,Cenrich,Namb,16,4,M,,,,,0-20,Fine,31.26
2,8/11/1998,33,1,Cenrich,Namb,16,4,M,,,,,0-20,Fine,1281.8
2,8/11/1998,34,1,Cenrich,Nenrich,9,4,M,,,,,0-20,Coarse,286.31
2,8/11/1998,34,1,Cenrich,Nenrich,9,4,M,,,,,0-20,Crowns,136.57
2,8/11/1998,34,1,Cenrich,Nenrich,9,4,M,,,,,0-20,Fine,1293.31
2,8/11/1998,35,1,Cenrich,Namb,1,1,M,Lespedeza capitata,Legume,,,0-20,Coarse,197.45
2,8/11/1998,35,1,Cenrich,Namb,1,1,M,Lespedeza capitata,Legume,,,0-20,Crowns,6.58
2,8/11/1998,35,1,Cenrich,Namb,1,1,M,Lespedeza capitata,Legume,,,0-20,Fine,23.04
2,8/11/1998,35,1,Cenrich,Namb,1,1,M,Lespedeza capitata,Legume,,,0-20,Fine,304.41
2,8/11/1998,36,1,Cenrich,Nenrich,1,1,M,Agropyron repens,C-3,,,0-20,Coarse,691.08
2,8/11/1998,36,1,Cenrich,Nenrich,1,1,M,Agropyron repens,C-3,,,0-20,Crowns,176.06
2,8/11/1998,36,1,Cenrich,Nenrich,1,1,M,Agropyron repens,C-3,,,0-20,Fine,16.45
2,8/11/1998,36,1,Cenrich,Nenrich,1,1,M,Agropyron repens,C-3,,,0-20,Fine,997.14
2,8/11/1998,37,1,Cenrich,Nenrich,1,1,M,Petalostemum villosum,Legume,,,0-20,Coarse,29.62
2,8/11/1998,37,1,Cenrich,Nenrich,1,1,M,Petalostemum villosum,Legume,,,0-20,Crowns,11.52
2,8/11/1998,37,1,Cenrich,Nenrich,1,1,M,Petalostemum villosum,Legume,,,0-20,Fine,23.04
2,8/11/1998,37,1,Cenrich,Nenrich,1,1,M,Petalostemum villosum,Legume,,,0-20,Fine,113.54
2,8/11/1998,38,1,Cenrich,Nenrich,4,2,M,,,,,0-20,Coarse,1.65
2,8/11/1998,38,1,Cenrich,Nenrich,4,2,M,,,,,0-20,Crowns,37.85
2,8/11/1998,38,1,Cenrich,Nenrich,4,2,M,,,,,0-20,Fine,640.08
2,8/11/1998,39,1,Cenrich,Namb,1,1,M,Bromus inermis,C-3,,,0-20,Coarse,72.4
2,8/11/1998,39,1,Cenrich,Namb,1,1,M,Bromus inermis,C-3,,,0-20,Crowns,80.63
2,8/11/1998,39,1,Cenrich,Namb,1,1,M,Bromus inermis,C-3,,,0-20,Fine,27.97
2,8/11/1998,39,1,Cenrich,Namb,1,1,M,Bromus inermis,C-3,,,0-20,Fine,965.87
2,8/11/1998,40,1,Cenrich,Namb,1,1,M,Poa pratensis,C-3,,,0-20,Coarse,0
2,8/11/1998,40,1,Cenrich,Namb,1,1,M,Poa pratensis,C-3,,,0-20,Crowns,151.38
2,8/11/1998,40,1,Cenrich,Namb,1,1,M,Poa pratensis,C-3,,,0-20,Fine,24.68
2,8/11/1998,40,1,Cenrich,Namb,1,1,M,Poa pratensis,C-3,,,0-20,Fine,776.65
2,8/11/1998,41,1,Cenrich,Nenrich,4,1,S,,C-3,,,0-20,Coarse,248.46
2,8/11/1998,41,1,Cenrich,Nenrich,4,1,S,,C-3,,,0-20,Crowns,49.36
2,8/11/1998,41,1,Cenrich,Nenrich,4,1,S,,C-3,,,0-20,Fine,1416.72
2,8/11/1998,42,1,Cenrich,Namb,1,1,M,Solidago rigida,Forb,,,0-20,Coarse,0
2,8/11/1998,42,1,Cenrich,Namb,1,1,M,Solidago rigida,Forb,,,0-20,Crowns,93.79
2,8/11/1998,42,1,Cenrich,Namb,1,1,M,Solidago rigida,Forb,,,0-20,Fine,26.33
2,8/11/1998,42,1,Cenrich,Namb,1,1,M,Solidago rigida,Forb,,,0-20,Fine,865.5
2,8/11/1998,43,1,Cenrich,Nenrich,16,4,M,,,,,0-20,Coarse,256.69
2,8/11/1998,43,1,Cenrich,Nenrich,16,4,M,,,,,0-20,Crowns,217.2
2,8/11/1998,43,1,Cenrich,Nenrich,16,4,M,,,,,0-20,Fine,23.04
2,8/11/1998,43,1,Cenrich,Nenrich,16,4,M,,,,,0-20,Fine,1118.9
2,8/11/1998,44,1,Cenrich,Nenrich,4,3,M,,,,,0-20,Coarse,75.69
2,8/11/1998,44,1,Cenrich,Nenrich,4,3,M,,,,,0-20,Crowns,80.63
2,8/11/1998,44,1,Cenrich,Nenrich,4,3,M,,,,,0-20,Fine,1039.92
2,8/11/1998,45,1,Cenrich,Namb,16,4,M,,,,,0-20,Coarse,222.13
2,8/11/1998,45,1,Cenrich,Namb,16,4,M,,,,,0-20,Crowns,65.82
2,8/11/1998,45,1,Cenrich,Namb,16,4,M,,,,,0-20,Fine,19.75
2,8/11/1998,45,1,Cenrich,Namb,16,4,M,,,,,0-20,Fine,1104.09
2,8/11/1998,48,1,Cenrich,Namb,9,4,M,,,,,0-20,Coarse,334.02
2,8/11/1998,48,1,Cenrich,Namb,9,4,M,,,,,0-20,Crowns,129.99
2,8/11/1998,48,1,Cenrich,Namb,9,4,M,,,,,0-20,Fine,1145.23
2,8/11/1998,50,1,Cenrich,Nenrich,9,4,M,,,,,0-20,Coarse,32.91
2,8/11/1998,50,1,Cenrich,Nenrich,9,4,M,,,,,0-20,Crowns,236.94
2,8/11/1998,50,1,Cenrich,Nenrich,9,4,M,,,,,0-20,Fine,1245.6
2,8/11/1998,51,1,Cenrich,Namb,16,4,M,,,,,0-20,Coarse,167.83
2,8/11/1998,51,1,Cenrich,Namb,16,4,M,,,,,0-20,Crowns,125.05
2,8/11/1998,51,1,Cenrich,Namb,16,4,M,,,,,0-20,Fine,26.33
2,8/11/1998,51,1,Cenrich,Namb,16,4,M,,,,,0-20,Fine,1122.19
2,8/11/1998,52,1,Cenrich,Nenrich,16,4,M,,,,,0-20,Coarse,236.94
2,8/11/1998,52,1,Cenrich,Nenrich,16,4,M,,,,,0-20,Crowns,82.27
2,8/11/1998,52,1,Cenrich,Nenrich,16,4,M,,,,,0-20,Fine,14.81
2,8/11/1998,52,1,Cenrich,Nenrich,16,4,M,,,,,0-20,Fine,1444.7
2,8/11/1998,53,1,Cenrich,Nenrich,1,1,M,Solidago rigida,Forb,,,0-20,Coarse,0
2,8/11/1998,53,1,Cenrich,Nenrich,1,1,M,Solidago rigida,Forb,,,0-20,Crowns,59.24
2,8/11/1998,53,1,Cenrich,Nenrich,1,1,M,Solidago rigida,Forb,,,0-20,Fine,34.55
2,8/11/1998,53,1,Cenrich,Nenrich,1,1,M,Solidago rigida,Forb,,,0-20,Fine,1240.66
2,8/11/1998,54,1,Cenrich,Nenrich,4,1,S,,C-4,,,0-20,Coarse,0
2,8/11/1998,54,1,Cenrich,Nenrich,4,1,S,,C-4,,,0-20,Crowns,97.08
2,8/11/1998,54,1,Cenrich,Nenrich,4,1,S,,C-4,,,0-20,Fine,633.49
2,8/11/1998,55,1,Cenrich,Namb,1,1,M,Lupinus perennis,Legume,,,0-20,Coarse,125.05
2,8/11/1998,55,1,Cenrich,Namb,1,1,M,Lupinus perennis,Legume,,,0-20,Crowns,54.3
2,8/11/1998,55,1,Cenrich,Namb,1,1,M,Lupinus perennis,Legume,,,0-20,Fine,18.1
2,8/11/1998,55,1,Cenrich,Namb,1,1,M,Lupinus perennis,Legume,,,0-20,Fine,210.62
2,8/11/1998,56,1,Cenrich,Namb,4,1,S,,Legume,,,0-20,Coarse,36.2
2,8/11/1998,56,1,Cenrich,Namb,4,1,S,,Legume,,,0-20,Crowns,0
2,8/11/1998,56,1,Cenrich,Namb,4,1,S,,Legume,,,0-20,Fine,83.92
2,8/11/1998,57,1,Cenrich,Namb,1,1,M,Schizachyrium scoparium,C-4,,,0-20,Coarse,0
2,8/11/1998,57,1,Cenrich,Namb,1,1,M,Schizachyrium scoparium,C-4,,,0-20,Crowns,0
2,8/11/1998,57,1,Cenrich,Namb,1,1,M,Schizachyrium scoparium,C-4,,,0-20,Fine,18.1
2,8/11/1998,57,1,Cenrich,Namb,1,1,M,Schizachyrium scoparium,C-4,,,0-20,Fine,253.4
2,8/11/1998,58,1,Cenrich,Nenrich,4,3,M,,,,,0-20,Coarse,380.1
2,8/11/1998,58,1,Cenrich,Nenrich,4,3,M,,,,,0-20,Crowns,60.88
2,8/11/1998,58,1,Cenrich,Nenrich,4,3,M,,,,,0-20,Fine,928.03
2,8/11/1998,59,1,Cenrich,Nenrich,4,4,S,,,,,0-20,Coarse,90.5
2,8/11/1998,59,1,Cenrich,Nenrich,4,4,S,,,,,0-20,Crowns,69.11
2,8/11/1998,59,1,Cenrich,Nenrich,4,4,S,,,,,0-20,Fine,888.54
2,8/11/1998,60,1,Cenrich,Nenrich,1,1,M,Andropogon gerardi,C-4,,,0-20,Coarse,11.52
2,8/11/1998,60,1,Cenrich,Nenrich,1,1,M,Andropogon gerardi,C-4,,,0-20,Crowns,136.57
2,8/11/1998,60,1,Cenrich,Nenrich,1,1,M,Andropogon gerardi,C-4,,,0-20,Fine,18.1
2,8/11/1998,60,1,Cenrich,Nenrich,1,1,M,Andropogon gerardi,C-4,,,0-20,Fine,717.41
2,8/11/1998,61,1,Cenrich,Namb,0,1,M,,,,,0-20,Coarse,0
2,8/11/1998,61,1,Cenrich,Namb,0,1,M,,,,,0-20,Crowns,0
2,8/11/1998,61,1,Cenrich,Namb,0,1,M,,,,,0-20,Fine,21.39
2,8/11/1998,61,1,Cenrich,Namb,0,1,M,,,,,0-20,Fine,131.64
2,8/11/1998,62,2,Camb,Namb,4,4,S,,,,,0-20,Coarse,0
2,8/11/1998,62,2,Camb,Namb,4,4,S,,,,,0-20,Crowns,106.95
2,8/11/1998,62,2,Camb,Namb,4,4,S,,,,,0-20,Fine,956
2,8/11/1998,63,2,Camb,Namb,4,3,M,,,,,0-20,Coarse,0
2,8/11/1998,63,2,Camb,Namb,4,3,M,,,,,0-20,Crowns,93.79
2,8/11/1998,63,2,Camb,Namb,4,3,M,,,,,0-20,Fine,528.19
2,8/11/1998,64,2,Camb,Nenrich,16,4,M,,,,,0-20,Coarse,134.93
2,8/11/1998,64,2,Camb,Nenrich,16,4,M,,,,,0-20,Crowns,106.95
2,8/11/1998,64,2,Camb,Nenrich,16,4,M,,,,,0-20,Fine,21.39
2,8/11/1998,64,2,Camb,Nenrich,16,4,M,,,,,0-20,Fine,761.84
2,8/11/1998,65,2,Camb,Nenrich,9,4,M,,,,,0-20,Coarse,121.76
2,8/11/1998,65,2,Camb,Nenrich,9,4,M,,,,,0-20,Crowns,65.82
2,8/11/1998,65,2,Camb,Nenrich,9,4,M,,,,,0-20,Fine,493.63
2,8/11/1998,66,2,Camb,Nenrich,9,4,M,,,,,0-20,Coarse,37.85
2,8/11/1998,66,2,Camb,Nenrich,9,4,M,,,,,0-20,Crowns,153.03
2,8/11/1998,66,2,Camb,Nenrich,9,4,M,,,,,0-20,Fine,671.34
2,8/11/1998,67,2,Camb,Namb,16,4,M,,,,,0-20,Coarse,78.98
2,8/11/1998,67,2,Camb,Namb,16,4,M,,,,,0-20,Crowns,31.26
2,8/11/1998,67,2,Camb,Namb,16,4,M,,,,,0-20,Fine,21.39
2,8/11/1998,67,2,Camb,Namb,16,4,M,,,,,0-20,Fine,768.42
2,8/11/1998,68,2,Camb,Nenrich,1,1,M,Schizachyrium scoparium,C-4,,,0-20,Coarse,0
2,8/11/1998,68,2,Camb,Nenrich,1,1,M,Schizachyrium scoparium,C-4,,,0-20,Crowns,0
2,8/11/1998,68,2,Camb,Nenrich,1,1,M,Schizachyrium scoparium,C-4,,,0-20,Fine,14.81
2,8/11/1998,68,2,Camb,Nenrich,1,1,M,Schizachyrium scoparium,C-4,,,0-20,Fine,330.73
2,8/11/1998,69,2,Camb,Namb,16,4,M,,,,,0-20,Coarse,92.14
2,8/11/1998,69,2,Camb,Namb,16,4,M,,,,,0-20,Crowns,41.14
2,8/11/1998,69,2,Camb,Namb,16,4,M,,,,,0-20,Fine,26.33
2,8/11/1998,69,2,Camb,Namb,16,4,M,,,,,0-20,Fine,689.44
2,8/11/1998,71,2,Camb,Nenrich,1,1,M,Sorghastrum nutans,C-4,,,0-20,Coarse,18.1
2,8/11/1998,71,2,Camb,Nenrich,1,1,M,Sorghastrum nutans,C-4,,,0-20,Crowns,156.32
2,8/11/1998,71,2,Camb,Nenrich,1,1,M,Sorghastrum nutans,C-4,,,0-20,Fine,18.1
2,8/11/1998,71,2,Camb,Nenrich,1,1,M,Sorghastrum nutans,C-4,,,0-20,Fine,411.36
2,8/11/1998,72,2,Camb,Nenrich,1,1,M,Petalostemum villosum,Legume,,,0-20,Coarse,0
2,8/11/1998,72,2,Camb,Nenrich,1,1,M,Petalostemum villosum,Legume,,,0-20,Crowns,0
2,8/11/1998,72,2,Camb,Nenrich,1,1,M,Petalostemum villosum,Legume,,,0-20,Fine,18.1
2,8/11/1998,72,2,Camb,Nenrich,1,1,M,Petalostemum villosum,Legume,,,0-20,Fine,70.75
2,8/11/1998,73,2,Camb,Nenrich,0,1,M,,,,,0-20,Coarse,0
2,8/11/1998,73,2,Camb,Nenrich,0,1,M,,,,,0-20,Crowns,0
2,8/11/1998,73,2,Camb,Nenrich,0,1,M,,,,,0-20,Fine,23.04
2,8/11/1998,73,2,Camb,Nenrich,0,1,M,,,,,0-20,Fine,121.76
2,8/11/1998,74,2,Camb,Nenrich,4,1,S,,Legume,,,0-20,Coarse,29.62
2,8/11/1998,74,2,Camb,Nenrich,4,1,S,,Legume,,,0-20,Crowns,6.58
2,8/11/1998,74,2,Camb,Nenrich,4,1,S,,Legume,,,0-20,Fine,301.12
2,8/11/1998,75,2,Camb,Nenrich,4,3,M,,,,,0-20,Coarse,232.01
2,8/11/1998,75,2,Camb,Nenrich,4,3,M,,,,,0-20,Crowns,13.16
2,8/11/1998,75,2,Camb,Nenrich,4,3,M,,,,,0-20,Fine,273.14
