Year,Sampling #,plot,Ring,CO2 Treatment,Nitrogen Treatment,CountOfSpecies,CountOfGroup,Experiment,monospecies,Monogroup,Water Treatment,Temp Treatment,Nitrification (mg/kg-1/m-1),Ammonification (mg kg-1 ~m-1),Net N mineralization (mg kg-1 ~m-1),Incubation length (days),Nitrification (mg kg-1 d-1),Ammonification (mg kg-1 d-1),Net N mineralization (mg kg-1 d-1),Notes
2000,3,300,5,Cenrich,Namb,9,4,M,,,,,0.3662,1.6213,1.9875,28,0.013078571,0.057903571,0.070982143,
2000,3,301,5,Cenrich,Nenrich,16,4,M,,,,,0.1922,0.4677,0.6599,28,0.006864286,0.016703571,0.023567857,
2000,3,302,5,Cenrich,Namb,4,1,S,,Forb,,,0.8641,0.613,1.4771,28,0.030860714,0.021892857,0.052753571,
2000,3,303,5,Cenrich,Namb,4,1,S,,C-4,,,3.8384,-0.0978,3.7406,28,0.137085714,-0.003492857,0.133592857,
2000,3,304,5,Cenrich,Namb,1,1,M,Lespedeza capitata,Legume,,,6.398,-0.4756,5.9224,28,0.2285,-0.016985714,0.211514286,
2000,3,305,5,Cenrich,Namb,4,2,M,,,,,4.9382,0.2519,5.1901,28,0.176364286,0.008996429,0.185360714,
2000,3,306,6,Camb,Namb,16,4,M,,,,,6.977,2.7769,9.7539,28,0.249178571,0.099175,0.348353571,
2000,3,307,6,Camb,Nenrich,16,4,M,,,,,0.1341,-0.5153,-0.3812,28,0.004789286,-0.018403571,-0.013614286,
2000,3,308,6,Camb,Namb,9,4,M,,,H2Oneg,HTelv,1.7955,0.0328,1.8283,28,0.064125,0.001171429,0.065296429,
2000,3,309,6,Camb,Namb,4,3,M,,,,,0.075,-0.1344,-0.0594,28,0.002678571,-0.0048,-0.002121429,
2000,3,310,6,Camb,Nenrich,1,1,M,Koeleria cristata,C-3,,,2.3418,0.5448,2.8866,28,0.083635714,0.019457143,0.103092857,
2000,3,311,6,Camb,Nenrich,16,4,M,,,,,0.2713,-0.608,-0.3367,28,0.009689286,-0.021714286,-0.012025,
2000,3,312,6,Camb,Namb,9,4,M,,,,,0.1737,-0.1893,-0.0156,28,0.006203571,-0.006760714,-0.000557143,
2000,3,313,6,Camb,Namb,4,1,S,,Forb,,,0.0795,-0.5945,-0.515,28,0.002839286,-0.021232143,-0.018392857,
2000,3,314,6,Camb,Namb,1,1,M,Solidago rigida,Forb,,,0.2757,0.4481,0.7238,28,0.009846429,0.016003571,0.02585,
2000,3,315,6,Camb,Namb,4,1,S,,C-4,,,0.5746,0.5622,1.1368,28,0.020521429,0.020078571,0.0406,
2000,3,316,6,Camb,Nenrich,1,1,M,Amorpha canescens,Legume,,,14.8148,3.7495,18.5643,28,0.5291,0.133910714,0.663010714,
2000,3,317,6,Camb,Nenrich,4,2,M,,,,,-0.0097,-0.3031,-0.3128,28,-0.000346429,-0.010825,-0.011171429,
2000,3,318,6,Camb,Nenrich,1,1,M,Lespedeza capitata,Legume,,,6.9546,0.9985,7.9531,28,0.248378571,0.035660714,0.284039286,
2000,3,319,6,Camb,Nenrich,4,3,M,,,,,9.1538,6.1005,15.2543,28,0.326921429,0.217875,0.544796429,
2000,3,320,6,Camb,Namb,9,4,M,,,H2Oamb,HTelv,0.0847,0.6595,0.7442,28,0.003025,0.023553571,0.026578571,
2000,3,321,6,Camb,Nenrich,16,4,M,,,,,0.1717,-0.7921,-0.6204,28,0.006132143,-0.028289286,-0.022157143,
2000,3,322,6,Camb,Namb,1,1,M,Lespedeza capitata,Legume,,,11.8316,0.3624,12.194,28,0.422557143,0.012942857,0.4355,
2000,3,323,6,Camb,Namb,1,1,M,Bouteloua gracilis,C-4,,,0.0893,-1.1869,-1.0976,28,0.003189286,-0.042389286,-0.0392,
2000,3,324,6,Camb,Nenrich,9,4,M,,,H2Oamb,HTelv,0.03,-0.9852,-0.9552,28,0.001071429,-0.035185714,-0.034114286,
2000,3,325,6,Camb,Namb,4,3,M,,,,,0.1069,-1.0714,-0.9645,28,0.003817857,-0.038264286,-0.034446429,
2000,3,326,6,Camb,Nenrich,4,4,S,,,,,0.084,-1.0451,-0.9611,28,0.003,-0.037325,-0.034325,
2000,3,327,6,Camb,Nenrich,1,1,M,Anemone cylindrica,Forb,,,3.504,-0.2494,3.2546,28,0.125142857,-0.008907143,0.116235714,
2000,3,328,6,Camb,Nenrich,4,3,M,,,,,0.005,-1.3974,-1.3924,28,0.000178571,-0.049907143,-0.049728571,
2000,3,329,6,Camb,Namb,1,1,M,Asclepias tuberosa,Forb,,,5.5652,-0.5121,5.0531,28,0.198757143,-0.018289286,0.180467857,
2000,3,330,6,Camb,Namb,1,1,M,Amorpha canescens,Legume,,,6.1555,-0.5177,5.6378,28,0.219839286,-0.018489286,0.20135,
2000,3,331,6,Camb,Namb,1,1,M,Sorghastrum nutans,C-4,,,0.7283,-0.7773,-0.049,28,0.026010714,-0.027760714,-0.00175,
2000,3,332,6,Camb,Namb,4,4,M,,,,,0.1371,-0.2909,-0.1538,28,0.004896429,-0.010389286,-0.005492857,
2000,3,333,6,Camb,Nenrich,1,1,M,Poa pratensis,C-3,,,0.3125,-0.5495,-0.237,28,0.011160714,-0.019625,-0.008464286,
2000,3,334,6,Camb,Namb,4,3,M,,,,,0.2276,0.8072,1.0348,28,0.008128571,0.028828571,0.036957143,
2000,3,335,6,Camb,Nenrich,9,4,M,,,,,1.3306,-1.2731,0.0575,28,0.047521429,-0.045467857,0.002053571,
2000,3,336,6,Camb,Namb,1,1,M,Koeleria cristata,C-3,,,0.0305,-0.4089,-0.3784,28,0.001089286,-0.014603571,-0.013514286,
2000,3,337,6,Camb,Namb,4,2,S,,,,,2.2013,-0.0412,2.1601,28,0.078617857,-0.001471429,0.077146429,
2000,3,338,6,Camb,Nenrich,1,1,M,Solidago rigida,Forb,,,1.5654,-0.4613,1.1041,28,0.055907143,-0.016475,0.039432143,
2000,3,339,6,Camb,Namb,1,1,M,Achillea millefolium,Forb,,,0.0908,-0.5317,-0.4409,28,0.003242857,-0.018989286,-0.015746429,
2000,3,340,6,Camb,Nenrich,4,1,S,,C-3,,,0.4599,0.6856,1.1455,28,0.016425,0.024485714,0.040910714,
2000,3,341,6,Camb,Nenrich,9,4,M,,,H2Oneg,HTamb,1.0716,0.455,1.5266,28,0.038271429,0.01625,0.054521429,
2000,3,342,6,Camb,Nenrich,1,1,M,Asclepias tuberosa,Forb,,,8.0504,-0.0276,8.0228,28,0.287514286,-0.000985714,0.286528571,
2000,3,343,6,Camb,Namb,1,1,M,Andropogon gerardi,C-4,,,0.68,-0.5988,0.0812,28,0.024285714,-0.021385714,0.0029,
2000,3,344,6,Camb,Namb,16,4,M,,,,,7.768,19.5756,27.3436,28,0.277428571,0.699128571,0.976557143,
2000,3,345,6,Camb,Namb,1,1,M,Schizachyrium scoparium,C-4,,,0.2426,-0.2006,0.042,28,0.008664286,-0.007164286,0.0015,
2000,3,346,6,Camb,Namb,4,4,M,,,,,0.3962,-0.2669,0.1293,28,0.01415,-0.009532143,0.004617857,
2000,3,347,6,Camb,Namb,1,1,M,Petalostemum villosum,Legume,,,4.0017,-0.323,3.6787,28,0.142917857,-0.011535714,0.131382143,
2000,3,348,6,Camb,Nenrich,4,1,S,,C-4,,,1.7251,-0.8546,0.8705,28,0.061610714,-0.030521429,0.031089286,
2000,3,349,6,Camb,Nenrich,1,1,M,Schizachyrium scoparium,C-4,,,0.4685,-0.0519,0.4166,28,0.016732143,-0.001853571,0.014878571,
2000,3,350,6,Camb,Nenrich,4,1,S,,Legume,,,9.3991,-0.7485,8.6506,28,0.335682143,-0.026732143,0.30895,
2000,3,351,6,Camb,Nenrich,4,1,S,,Forb,,,0.1357,0.2968,0.4325,28,0.004846429,0.0106,0.015446429,
2000,3,352,6,Camb,Nenrich,1,1,M,Bromus inermis,C-3,,,0.4927,3.8427,4.3354,28,0.017596429,0.137239286,0.154835714,
2000,3,353,6,Camb,Nenrich,4,3,M,,,,,1.3193,0.2249,1.5442,28,0.047117857,0.008032143,0.05515,
2000,3,354,6,Camb,Nenrich,16,4,M,,,,,0.0813,0.0807,0.162,28,0.002903571,0.002882143,0.005785714,
2000,3,355,6,Camb,Namb,16,4,M,,,,,0.1939,-0.0182,0.1757,28,0.006925,-0.00065,0.006275,
2000,3,356,6,Camb,Namb,9,4,M,,,H2Oneg,HTamb,0.2732,-0.0902,0.183,28,0.009757143,-0.003221429,0.006535714,
2000,3,357,6,Camb,Nenrich,9,4,M,,,H2Oamb,HTamb,2.1087,0.6749,2.7836,28,0.075310714,0.024103571,0.099414286,
2000,3,358,6,Camb,Namb,16,4,M,,,,,0.1304,-1.8968,-1.7664,28,0.004657143,-0.067742857,-0.063085714,
2000,3,359,6,Camb,Namb,4,4,S,,,,,1.3548,-0.3642,0.9906,28,0.048385714,-0.013007143,0.035378571,
2000,3,360,6,Camb,Nenrich,9,4,M,,,H2Oneg,HTelv,0.5288,0.1318,0.6606,28,0.018885714,0.004707143,0.023592857,
2000,3,361,6,Camb,Namb,9,4,M,,,H2Oamb,HTamb,0.06,-0.7635,-0.7035,28,0.002142857,-0.027267857,-0.025125,
2000,3,362,6,Camb,Nenrich,1,1,M,Sorghastrum nutans,C-4,,,3.4909,4.3527,7.8436,28,0.124675,0.155453571,0.280128571,
2000,3,363,6,Camb,Namb,4,1,S,,Legume,,,8.2274,-0.8861,7.3413,28,0.293835714,-0.031646429,0.262189286,
2000,3,364,6,Camb,Namb,4,1,S,,C-3,,,0.2394,-0.1694,0.07,28,0.00855,-0.00605,0.0025,
2000,3,365,6,Camb,Nenrich,4,2,M,,,,,0.2547,-0.5604,-0.3057,28,0.009096429,-0.020014286,-0.010917857,
2000,3,366,6,Camb,Nenrich,1,1,M,Achillea millefolium,Forb,,,0.1503,0.3212,0.4715,28,0.005367857,0.011471429,0.016839286,
2000,3,367,2,Camb,Namb,0,1,M,,,,,4.8276,-0.1304,4.6972,28,0.172414286,-0.004657143,0.167757143,
2000,3,368,3,Cenrich,Nenrich,0,1,M,,,,,3.9533,-0.0134,3.9399,28,0.141189286,-0.000478571,0.140710714,
2000,3,369,4,Camb,Nenrich,0,1,M,,,,,1.6093,0.8556,2.4649,28,0.057475,0.030557143,0.088032143,
2000,3,370,6,Camb,Namb,0,1,M,,,,,4.6199,-0.2615,4.3584,28,0.164996429,-0.009339286,0.155657143,
2000,3,371,6,Camb,Nenrich,0,1,M,,,,,8.8425,2.3279,11.1704,28,0.315803571,0.083139286,0.398942857,
2001,4,2,1,Cenrich,Namb,1,1,M,Bouteloua gracilis,C-4,,,0.4011,-0.0118,0.3893,28,0.014325,-0.000421429,0.013903571,
2001,4,5,1,Cenrich,Namb,1,1,M,Asclepias tuberosa,Forb,,,1.4329,-0.3248,1.1081,28,0.051175,-0.0116,0.039575,
2001,4,8,1,Cenrich,Nenrich,1,1,M,Schizachyrium scoparium,C-4,,,0.0131,1.6147,1.6278,28,0.000467857,0.057667857,0.058135714,
2001,4,13,1,Cenrich,Nenrich,16,4,M,,,,,0,0.1535,0.1535,28,0,0.005482143,0.005482143,
2001,4,18,1,Cenrich,Nenrich,1,1,M,Amorpha canescens,Legume,,,3.5391,0.9027,4.4418,28,0.126396429,0.032239286,0.158635714,
2001,4,22,1,Cenrich,Nenrich,1,1,M,Bromus inermis,C-3,,,1.1407,0.768,1.9087,28,0.040739286,0.027428571,0.068167857,
2001,4,23,1,Cenrich,Namb,16,4,M,,,,,0,-1.3923,-1.3923,28,0,-0.049725,-0.049725,
2001,4,24,1,Cenrich,Namb,1,1,M,Agropyron repens,C-3,,,0.7689,4.037,4.8059,28,0.027460714,0.144178571,0.171639286,
2001,4,30,1,Cenrich,Nenrich,16,4,M,,,,,,,,28,,,,
2001,4,31,1,Cenrich,Nenrich,1,1,M,Asclepias tuberosa,Forb,,,4.8931,1.5754,6.4685,28,0.174753571,0.056264286,0.231017857,
2001,4,32,1,Cenrich,Nenrich,1,1,M,Bouteloua gracilis,C-4,,,0.4953,-1.6584,-1.1631,28,0.017689286,-0.059228571,-0.041539286,
2001,4,33,1,Cenrich,Namb,16,4,M,,,,,0.0325,1.729,1.7615,28,0.001160714,0.06175,0.062910714,
2001,4,35,1,Cenrich,Namb,1,1,M,Lespedeza capitata,Legume,,,,,,28,,,,
2001,4,36,1,Cenrich,Nenrich,1,1,M,Agropyron repens,C-3,,,0.0488,2.9032,2.952,28,0.001742857,0.103685714,0.105428571,
2001,4,37,1,Cenrich,Nenrich,1,1,M,Petalostemum villosum,Legume,,,4.0505,-0.6864,3.3641,28,0.144660714,-0.024514286,0.120146429,
2001,4,39,1,Cenrich,Namb,1,1,M,Bromus inermis,C-3,,,0.9628,0.2967,1.2595,28,0.034385714,0.010596429,0.044982143,
2001,4,40,1,Cenrich,Namb,1,1,M,Poa pratensis,C-3,,,3.1107,2.1146,5.2253,28,0.111096429,0.075521429,0.186617857,
2001,4,42,1,Cenrich,Namb,1,1,M,Solidago rigida,Forb,,,0.3802,0.6814,1.0616,28,0.013578571,0.024335714,0.037914286,
2001,4,43,1,Cenrich,Nenrich,16,4,M,,,,,0.006,-0.3858,-0.3798,28,0.000214286,-0.013778571,-0.013564286,
2001,4,45,1,Cenrich,Namb,16,4,M,,,,,0.0322,-1.4434,-1.4112,28,0.00115,-0.05155,-0.0504,
2001,4,46,1,Cenrich,Namb,1,1,M,Anemone cylindrica,Forb,,,0.9635,-0.3958,0.5677,28,0.034410714,-0.014135714,0.020275,
2001,4,47,1,Cenrich,Nenrich,1,1,M,Koeleria cristata,C-3,,,1.7127,0.0436,1.7563,28,0.061167857,0.001557143,0.062725,
2001,4,49,1,Cenrich,Nenrich,1,1,M,Achillea millefolium,Forb,,,0.0823,2.2086,2.2909,28,0.002939286,0.078878571,0.081817857,
2001,4,51,1,Cenrich,Namb,16,4,M,,,,,0.02,-0.7197,-0.6997,28,0.000714286,-0.025703571,-0.024989286,
2001,4,52,1,Cenrich,Nenrich,16,4,M,,,,,0.0018,-0.0005,0.0013,28,6.43E-05,-1.79E-05,4.64E-05,
2001,4,53,1,Cenrich,Nenrich,1,1,M,Solidago rigida,Forb,,,0.5434,0.6056,1.149,28,0.019407143,0.021628571,0.041035714,
2001,4,55,1,Cenrich,Namb,1,1,M,Lupinus perennis,Legume,,,6.2777,0.5419,6.8196,28,0.224203571,0.019353571,0.243557143,
2001,4,57,1,Cenrich,Namb,1,1,M,Schizachyrium scoparium,C-4,,,0.1017,1.7876,1.8893,28,0.003632143,0.063842857,0.067475,
2001,4,60,1,Cenrich,Nenrich,1,1,M,Andropogon gerardi,C-4,,,0.107,1.8325,1.9395,28,0.003821429,0.065446429,0.069267857,
2001,4,64,2,Camb,Nenrich,16,4,M,,,,,0,-1.1455,-1.1455,28,0,-0.040910714,-0.040910714,
2001,4,67,2,Camb,Namb,16,4,M,,,,,0.1991,-0.0645,0.1346,28,0.007110714,-0.002303571,0.004807143,
2001,4,68,2,Camb,Nenrich,1,1,M,Schizachyrium scoparium,C-4,,,0.6461,-0.5742,0.0719,28,0.023075,-0.020507143,0.002567857,
2001,4,69,2,Camb,Namb,16,4,M,,,,,0.25,0.0269,0.2769,28,0.008928571,0.000960714,0.009889286,
2001,4,70,2,Camb,Namb,1,1,M,Andropogon gerardi,C-4,,,0.0044,-2.4694,-2.465,28,0.000157143,-0.088192857,-0.088035714,
2001,4,71,2,Camb,Nenrich,1,1,M,Sorghastrum nutans,C-4,,,1.0089,-1.0879,-0.079,28,0.036032143,-0.038853571,-0.002821429,
2001,4,72,2,Camb,Nenrich,1,1,M,Petalostemum villosum,Legume,,,3.8934,-0.9342,2.9592,28,0.13905,-0.033364286,0.105685714,
2001,4,77,2,Camb,Namb,1,1,M,Anemone cylindrica,Forb,,,1.5602,-1.0909,0.4693,28,0.055721429,-0.038960714,0.016760714,
2001,4,81,2,Camb,Nenrich,1,1,M,Bouteloua gracilis,C-4,,,5.374,-1.5551,3.8189,28,0.191928571,-0.055539286,0.136389286,
2001,4,90,2,Camb,Namb,1,1,M,Sorghastrum nutans,C-4,,,0.2542,-0.0283,0.2259,28,0.009078571,-0.001010714,0.008067857,
2001,4,94,2,Camb,Nenrich,1,1,M,Asclepias tuberosa,Forb,,,1.9736,-1.1454,0.8282,28,0.070485714,-0.040907143,0.029578571,
2001,4,96,2,Camb,Nenrich,1,1,M,Lupinus perennis,Legume,,,4.0998,0.0288,4.1286,28,0.146421429,0.001028571,0.14745,
2001,4,99,2,Camb,Nenrich,1,1,M,Solidago rigida,Forb,,,,,,28,,,,
2001,4,100,2,Camb,Namb,1,1,M,Lupinus perennis,Legume,,,2.1849,-2.0411,0.1438,28,0.078032143,-0.072896429,0.005135714,
2001,4,101,2,Camb,Nenrich,1,1,M,Andropogon gerardi,C-4,,,0.0418,0.0208,0.0626,28,0.001492857,0.000742857,0.002235714,
2001,4,102,2,Camb,Namb,1,1,M,Petalostemum villosum,Legume,,,3.0951,0.1081,3.2032,28,0.110539286,0.003860714,0.1144,
2001,4,103,2,Camb,Nenrich,1,1,M,Bromus inermis,C-3,,,3.1043,-0.2914,2.8129,28,0.110867857,-0.010407143,0.100460714,
2001,4,104,2,Camb,Namb,16,4,M,,,,,3.4961,0.6389,4.135,28,0.124860714,0.022817857,0.147678571,
2001,4,107,2,Camb,Namb,16,4,M,,,,,0.0666,-2.3414,-2.2748,28,0.002378571,-0.083621429,-0.081242857,
2001,4,108,2,Camb,Nenrich,16,4,M,,,,,0.0191,2.1408,2.1599,28,0.000682143,0.076457143,0.077139286,
2001,4,109,2,Camb,Namb,1,1,M,Bromus inermis,C-3,,,4.4885,-0.3692,4.1193,28,0.160303571,-0.013185714,0.147117857,
2001,4,110,2,Camb,Nenrich,16,4,M,,,,,0.3541,2.4958,2.8499,28,0.012646429,0.089135714,0.101782143,
2001,4,111,2,Camb,Namb,1,1,M,Agropyron repens,C-3,,,2.9804,-0.465,2.5154,28,0.106442857,-0.016607143,0.089835714,
2001,4,112,2,Camb,Nenrich,1,1,M,Agropyron repens,C-3,,,1.0193,-1.5624,-0.5431,28,0.036403571,-0.0558,-0.019396429,
2001,4,113,2,Camb,Nenrich,1,1,M,Poa pratensis,C-3,,,2.6827,-0.7634,1.9193,28,0.095810714,-0.027264286,0.068546429,
2001,4,115,2,Camb,Namb,1,1,M,Poa pratensis,C-3,,,5.2491,-0.934,4.3151,28,0.187467857,-0.033357143,0.154110714,
2001,4,116,2,Camb,Namb,1,1,M,Lespedeza capitata,Legume,,,3.5711,-2.2457,1.3254,28,0.127539286,-0.080203571,0.047335714,
2001,4,118,2,Camb,Nenrich,16,4,M,,,,,0.2835,-1.5976,-1.3141,28,0.010125,-0.057057143,-0.046932143,
2001,4,122,2,Camb,Namb,1,1,M,Koeleria cristata,C-3,,,5.0692,0.9543,6.0235,28,0.181042857,0.034082143,0.215125,
2001,4,123,3,Cenrich,Nenrich,1,1,M,Sorghastrum nutans,C-4,,,0.2354,-2.6865,-2.4511,28,0.008407143,-0.095946429,-0.087539286,
2001,4,126,3,Cenrich,Namb,1,1,M,Sorghastrum nutans,C-4,,,0.8305,-1.8854,-1.0549,28,0.029660714,-0.067335714,-0.037675,
2001,4,130,3,Cenrich,Nenrich,16,4,M,,,,,0.6089,-1.0667,-0.4578,28,0.021746429,-0.038096429,-0.01635,
2001,4,132,3,Cenrich,Nenrich,1,1,M,Schizachyrium scoparium,C-4,,,1.9034,-3.0908,-1.1874,28,0.067978571,-0.110385714,-0.042407143,
2001,4,134,3,Cenrich,Namb,1,1,M,Koeleria cristata,C-3,,,1.39,-1.8964,-0.5064,28,0.049642857,-0.067728571,-0.018085714,
2001,4,135,3,Cenrich,Namb,1,1,M,Lupinus perennis,Legume,,,3.3611,-1.3391,2.022,28,0.120039286,-0.047825,0.072214286,
2001,4,137,3,Cenrich,Nenrich,1,1,M,Lespedeza capitata,Legume,,,2.0549,-2.3026,-0.2477,28,0.073389286,-0.082235714,-0.008846429,
2001,4,138,3,Cenrich,Namb,1,1,M,Poa pratensis,C-3,,,1.725,-1.6607,0.0643,28,0.061607143,-0.059310714,0.002296429,
2001,4,139,3,Cenrich,Namb,1,1,M,Petalostemum villosum,Legume,,,7.0407,-0.6647,6.376,28,0.251453571,-0.023739286,0.227714286,
2001,4,140,3,Cenrich,Namb,1,1,M,Andropogon gerardi,C-4,,,-0.0179,-1.1865,-1.2044,28,-0.000639286,-0.042375,-0.043014286,
2001,4,141,3,Cenrich,Nenrich,1,1,M,Lupinus perennis,Legume,,,3.3322,-1.0878,2.2444,28,0.119007143,-0.03885,0.080157143,
2001,4,142,3,Cenrich,Nenrich,1,1,M,Anemone cylindrica,Forb,,,0.7612,1.4447,2.2059,28,0.027185714,0.051596429,0.078782143,
2001,4,143,3,Cenrich,Nenrich,1,1,M,Solidago rigida,Forb,,,0.0075,-0.1229,-0.1154,28,0.000267857,-0.004389286,-0.004121429,
2001,4,144,3,Cenrich,Nenrich,1,1,M,Agropyron repens,C-3,,,0.1458,0.7222,0.868,28,0.005207143,0.025792857,0.031,
2001,4,145,3,Cenrich,Namb,1,1,M,Agropyron repens,C-3,,,1.5334,-0.5647,0.9687,28,0.054764286,-0.020167857,0.034596429,
2001,4,146,3,Cenrich,Namb,1,1,M,Anemone cylindrica,Forb,,,,,,28,,,,
2001,4,147,3,Cenrich,Namb,16,4,M,,,,,-0.0118,-2.2518,-2.2636,28,-0.000421429,-0.080421429,-0.080842857,
2001,4,151,3,Cenrich,Nenrich,16,4,M,,,,,0.096,2.1606,2.2566,28,0.003428571,0.077164286,0.080592857,
2001,4,153,3,Cenrich,Namb,1,1,M,Solidago rigida,Forb,,,0.0999,-0.3097,-0.2098,28,0.003567857,-0.011060714,-0.007492857,
2001,4,158,3,Cenrich,Nenrich,1,1,M,Amorpha canescens,Legume,,,1.9328,-0.9193,1.0135,28,0.069028571,-0.032832143,0.036196429,
2001,4,159,3,Cenrich,Namb,1,1,M,Achillea millefolium,Forb,,,0.3531,-0.8314,-0.4783,28,0.012610714,-0.029692857,-0.017082143,
2001,4,160,3,Cenrich,Nenrich,1,1,M,Asclepias tuberosa,Forb,,,2.7837,-0.2247,2.559,28,0.099417857,-0.008025,0.091392857,
2001,4,163,3,Cenrich,Namb,16,4,M,,,,,0,1.4179,1.4179,28,0,0.050639286,0.050639286,
2001,4,169,3,Cenrich,Namb,1,1,M,Amorpha canescens,Legume,,,1.6671,-0.4218,1.2453,28,0.059539286,-0.015064286,0.044475,
2001,4,173,3,Cenrich,Namb,16,4,M,,,,,0,-1.9975,-1.9975,28,0,-0.071339286,-0.071339286,
2001,4,174,3,Cenrich,Nenrich,1,1,M,Bromus inermis,C-3,,,5.4605,2.1336,7.5941,28,0.195017857,0.0762,0.271217857,
2001,4,175,3,Cenrich,Nenrich,16,4,M,,,,,,,,28,,,,
2001,4,179,3,Cenrich,Namb,16,4,M,,,,,0,0.1019,0.1019,28,0,0.003639286,0.003639286,
2001,4,180,3,Cenrich,Nenrich,16,4,M,,,,,0,0.2024,0.2024,28,0,0.007228571,0.007228571,
2001,4,183,3,Cenrich,Nenrich,1,1,M,Poa pratensis,C-3,,,-0.0034,-3.0608,-3.0642,28,-0.000121429,-0.109314286,-0.109435714,
2001,4,184,4,Camb,Namb,16,4,M,,,,,0.1489,-1.0418,-0.8929,28,0.005317857,-0.037207143,-0.031889286,
2001,4,188,4,Camb,Namb,16,4,M,,,,,0.2238,-1.2377,-1.0139,28,0.007992857,-0.044203571,-0.036210714,
2001,4,190,4,Camb,Namb,1,1,M,Lupinus perennis,Legume,,,4.9899,-1.1116,3.8783,28,0.178210714,-0.0397,0.138510714,
2001,4,192,4,Camb,Namb,1,1,M,Asclepias tuberosa,Forb,,,1.233,-1.2221,0.0109,28,0.044035714,-0.043646429,0.000389286,
2001,4,195,4,Camb,Nenrich,1,1,M,Koeleria cristata,C-3,,,2.1532,-3.4666,-1.3134,28,0.0769,-0.123807143,-0.046907143,
2001,4,196,4,Camb,Nenrich,1,1,M,Amorpha canescens,Legume,,,7.2917,4.6553,11.947,28,0.260417857,0.166260714,0.426678571,
2001,4,199,4,Camb,Namb,1,1,M,Solidago rigida,Forb,,,0.1699,-0.3293,-0.1594,28,0.006067857,-0.011760714,-0.005692857,
2001,4,201,4,Camb,Namb,16,4,M,,,,,0.0177,-0.6816,-0.6639,28,0.000632143,-0.024342857,-0.023710714,
2001,4,202,4,Camb,Namb,1,1,M,Bromus inermis,C-3,,,3.2123,1.2758,4.4881,28,0.114725,0.045564286,0.160289286,
2001,4,204,4,Camb,Nenrich,1,1,M,Bouteloua gracilis,C-4,,,3.7722,-0.9109,2.8613,28,0.134721429,-0.032532143,0.102189286,
2001,4,205,4,Camb,Nenrich,16,4,M,,,,,0.3122,-1.6305,-1.3183,28,0.01115,-0.058232143,-0.047082143,
2001,4,208,4,Camb,Nenrich,1,1,M,Petalostemum villosum,Legume,,,3.6408,-1.1119,2.5289,28,0.130028571,-0.039710714,0.090317857,
2001,4,209,4,Camb,Namb,1,1,M,Amorpha canescens,Legume,,,3.4802,-0.5495,2.9307,28,0.124292857,-0.019625,0.104667857,
2001,4,210,4,Camb,Nenrich,1,1,M,Achillea millefolium,Forb,,,0.0002,-0.0053,-0.0051,28,7.14E-06,-0.000189286,-0.000182143,
2001,4,212,4,Camb,Nenrich,1,1,M,Lupinus perennis,Legume,,,3.0212,-1.3744,1.6468,28,0.1079,-0.049085714,0.058814286,
2001,4,213,4,Camb,Nenrich,16,4,M,,,,,0.1482,1.1594,1.3076,28,0.005292857,0.041407143,0.0467,
2001,4,219,4,Camb,Nenrich,1,1,M,Andropogon gerardi,C-4,,,0.2308,-2.089,-1.8582,28,0.008242857,-0.074607143,-0.066364286,
2001,4,222,4,Camb,Namb,16,4,M,,,,,0.0374,0.569,0.6064,28,0.001335714,0.020321429,0.021657143,
2001,4,223,4,Camb,Namb,1,1,M,Achillea millefolium,Forb,,,1.2458,-0.2443,1.0015,28,0.044492857,-0.008725,0.035767857,
2001,4,225,4,Camb,Nenrich,1,1,M,Agropyron repens,C-3,,,2.3989,-0.6805,1.7184,28,0.085675,-0.024303571,0.061371429,
2001,4,227,4,Camb,Namb,1,1,M,Bouteloua gracilis,C-4,,,1.7885,-1.3749,0.4136,28,0.063875,-0.049103571,0.014771429,
2001,4,228,4,Camb,Namb,1,1,M,Poa pratensis,C-3,,,1.3036,-1.3563,-0.0527,28,0.046557143,-0.048439286,-0.001882143,
2001,4,229,4,Camb,Namb,1,1,M,Anemone cylindrica,Forb,,,1.2893,-1.717,-0.4277,28,0.046046429,-0.061321429,-0.015275,
2001,4,231,4,Camb,Namb,1,1,M,Schizachyrium scoparium,C-4,,,0.0013,-1.2262,-1.2249,28,4.64E-05,-0.043792857,-0.043746429,
2001,4,234,4,Camb,Nenrich,16,4,M,,,,,0.0167,0.7833,0.8,28,0.000596429,0.027975,0.028571429,
2001,4,235,4,Camb,Namb,1,1,M,Agropyron repens,C-3,,,1.263,-1.4118,-0.1488,28,0.045107143,-0.050421429,-0.005314286,
2001,4,236,4,Camb,Nenrich,16,4,M,,,,,0.091,0.4516,0.5426,28,0.00325,0.016128571,0.019378571,
2001,4,237,4,Camb,Nenrich,1,1,M,Anemone cylindrica,Forb,,,0.1446,-1.1969,-1.0523,28,0.005164286,-0.042746429,-0.037582143,
2001,4,241,4,Camb,Nenrich,1,1,M,Lespedeza capitata,Legume,,,4.2676,-2.5672,1.7004,28,0.152414286,-0.091685714,0.060728571,
2001,4,246,5,Cenrich,Nenrich,1,1,M,Poa pratensis,C-3,,,2.4433,-1.3266,1.1167,28,0.087260714,-0.047378571,0.039882143,
2001,4,248,5,Cenrich,Namb,1,1,M,Asclepias tuberosa,Forb,,,3.2521,-0.7276,2.5245,28,0.116146429,-0.025985714,0.090160714,
