year	plot	location	block	composition	species.richness	functional.richness	legumes	biomass
3	M4P031	4	2	84	1	1	No	368.7
3	M4P032	4	2	107	18	3	Yes	485.248
3	M4P033	4	2	90	2	2	Yes	472.568
3	M4P034	4	2	89	2	2	Yes	161.541
3	M4P035	4	2	99	4	3	Yes	108.402
3	M4P036	4	2	94	2	1	No	204.225
3	M4P037	4	2	91	2	2	No	442.258
3	M4P038	4	2	105	18	3	Yes	246.832
3	M4P039	4	2	86	1	1	No	139.2
3	M4P041	4	2	103	8	3	Yes	221.581
3	M4P042	4	2	97	4	3	Yes	114.188
3	M4P043	4	2	83	1	1	No	143.8
3	M4P044	4	2	101	8	3	Yes	289.345
3	M4P045	4	2	96	4	2	Yes	292.379
3	M4P046	4	2	104	18	3	Yes	129.675
3	M4P047	4	2	88	1	1	Yes	217.6
3	M4P048	4	2	93	2	2	Yes	81.176
3	M4P049	4	2	87	1	1	No	890.5
3	M4P050	4	2	82	1	1	No	47.069
3	M4P051	4	2	102	8	3	Yes	185.41
3	M4P052	4	2	85	1	1	No	34.1
3	M4P053	4	2	95	4	2	No	113.436
3	M4P054	4	2	106	18	3	Yes	136.963
3	M4P056	4	2	92	2	2	No	170.918
3	M4P058	4	2	100	8	3	Yes	163.842
3	M4P060	4	2	98	4	2	No	318.283
3	R5P003	5	1	108	1	1	No	692.6
3	R5P004	5	1	117	2	2	Yes	1385.4
3	R5P005	5	1	5	1	1	No	1374.4
3	R5P006	5	1	127	4	3	Yes	1206.6
3	R5P007	5	1	131	4	2	Yes	1364.6
3	R5P008	5	1	118	2	2	No	1015
3	R5P009	5	1	135	8	2	No	1147.6
3	R5P010	5	1	7	1	1	Yes	229.4
3	R5P011	5	1	112	1	1	No	689.4
3	R5P012	5	1	120	2	2	Yes	913.6
3	R5P013	5	1	113	1	1	No	332.8
3	R5P014	5	1	130	4	2	No	900.6
3	R5P015	5	1	124	4	1	No	1037.6
3	R5P016	5	1	116	2	2	Yes	1427.8
3	R5P017	5	1	1	1	1	No	603
3	R5P018	5	1	119	2	2	No	675.2
3	R5P019	5	1	126	4	2	Yes	1210.6
3	R5P020	5	1	110	1	1	Yes	654.6
3	R5P021	5	1	136	8	2	Yes	1246
3	R5P022	5	1	132	4	2	Yes	993
3	R5P023	5	1	114	2	1	No	1113.8
3	R5P024	5	1	121	2	2	Yes	806.2
3	R5P025	5	1	109	1	1	No	818
3	R5P026	5	1	111	1	1	No	879.8
3	R5P027	5	1	9	1	1	No	525.8
3	R5P028	5	1	133	8	3	Yes	941
3	R5P029	5	1	135	8	2	No	1332.4
3	R5P030	5	1	134	8	3	Yes	1081.74
3	R5P031	5	1	128	4	3	Yes	880.2
3	R5P032	5	1	115	2	1	No	1070.8
3	R5P033	5	1	122	3	3	Yes	757.762
3	R5P035	5	1	125	4	2	Yes	1075.2
3	R5P036	5	1	129	4	2	No	1130.6
3	R5P037	5	1	123	3	3	Yes	1377
3	R5P038	5	1	124	4	1	No	1143
3	R5P041	5	2	1	1	1	No	538.2
3	R5P042	5	2	125	4	2	Yes	1356.6
3	R5P043	5	2	111	1	1	No	603.4
3	R5P044	5	2	122	3	3	Yes	867.4
3	R5P045	5	2	135	8	2	No	918.22
3	R5P046	5	2	132	4	2	Yes	1038.48
3	R5P047	5	2	131	4	2	Yes	1146.4
3	R5P048	5	2	114	2	1	No	1278.64
3	R5P049	5	2	119	2	2	No	660
3	R5P050	5	2	123	3	3	Yes	1269.8
3	R5P051	5	2	134	8	3	Yes	908.68
3	R5P052	5	2	133	8	3	Yes	950.8
3	R5P053	5	2	120	2	2	Yes	814.6
3	R5P055	5	2	129	4	2	No	1346
3	R5P056	5	2	127	4	3	Yes	1013.8
3	R5P057	5	2	135	8	2	No	1250.6
3	R5P058	5	2	136	8	2	Yes	878.2
3	R5P059	5	2	130	4	2	No	963.4
3	R5P060	5	2	7	1	1	Yes	233
3	R5P061	5	2	118	2	2	No	1301
3	R5P062	5	2	121	2	2	Yes	869.4
3	R5P063	5	2	9	1	1	No	642.6
3	R5P064	5	2	128	4	3	Yes	1276.2
3	R5P065	5	2	116	2	2	Yes	1020.8
3	R5P066	5	2	124	4	1	No	1168.6
3	R5P067	5	2	110	1	1	Yes	719.6
3	R5P068	5	2	115	2	1	No	1135.8
3	R5P069	5	2	124	4	1	No	900
3	R5P070	5	2	112	1	1	No	338
3	R5P071	5	2	108	1	1	No	1123.4
3	R5P072	5	2	5	1	1	No	1299.6
3	R5P073	5	2	117	2	2	Yes	1214.2
3	R5P074	5	2	109	1	1	No	1036.4
3	R5P075	5	2	126	4	2	Yes	1240.4
3	R5P076	5	2	113	1	1	No	234.2
3	R6P001	6	2	153	4	3	Yes	211.625
3	R6P002	6	2	140	1	1	Yes	340.42
3	R6P003	6	2	10	1	1	No	103.925
3	R6P004	6	2	141	1	1	Yes	0.705
3	R6P005	6	2	137	1	1	No	239.87
3	R6P008	6	1	10	1	1	No	123.68
3	R6P009	6	1	159	12	3	Yes	784.35
3	R6P010	6	1	159	12	3	Yes	753.83
3	R6P011	6	1	141	1	1	Yes	0.49
3	R6P012	6	1	144	2	1	No	335.325
3	R6P013	6	1	153	4	3	Yes	138.335
3	R6P014	6	1	143	1	1	No	84.26
3	R6P015	6	1	148	2	1	No	314.785
3	R6P017	6	1	158	8	3	Yes	500.905
3	R6P018	6	1	156	8	3	Yes	540.1
3	R6P019	6	2	149	2	1	Yes	206.86
3	R6P020	6	2	152	4	2	No	102.365
3	R6P021	6	2	6	1	1	Yes	191.14
3	R6P023	6	2	159	12	3	Yes	191.64
3	R6P024	6	2	158	8	3	Yes	282.12
3	R6P025	6	2	156	8	3	Yes	400.81
3	R6P026	6	2	155	4	3	Yes	522.34
3	R6P027	6	2	151	4	2	Yes	88.865
3	R6P028	6	2	146	2	2	Yes	56.955
3	R6P029	6	2	145	2	2	Yes	154.285
3	R6P030	6	2	113	1	1	No	65.38
3	R6P031	6	1	151	4	2	Yes	235.915
3	R6P032	6	1	145	2	2	Yes	648.575
3	R6P033	6	1	137	1	1	No	154.045
3	R6P034	6	1	147	2	2	No	52.91
3	R6P035	6	1	7	1	1	Yes	192.22
3	R6P036	6	1	3	1	1	No	60.54
3	R6P037	6	1	155	4	3	Yes	165.18
3	R6P038	6	1	152	4	2	No	87.645
3	R6P040	6	1	142	1	1	No	57.52
3	R6P041	6	1	139	1	1	No	13.825
3	R6P043	6	2	154	4	3	Yes	292.035
3	R6P044	6	2	148	2	1	No	5.25
3	R6P045	6	2	157	8	3	Yes	55.02
3	R6P046	6	2	139	1	1	No	6.465
3	R6P047	6	2	147	2	2	No	62.205
3	R6P048	6	2	3	1	1	No	50.345
3	R6P051	6	2	144	2	1	No	136.46
3	R6P052	6	2	146	2	2	Yes	39.2
3	R6P053	6	2	138	1	1	No	92.765
3	R6P054	6	2	159	12	3	Yes	156.515
3	R6P056	6	1	154	4	3	Yes	892.92
3	R6P057	6	1	140	1	1	Yes	263.055
3	R6P058	6	1	149	2	1	Yes	337.4
3	R6P059	6	1	113	1	1	No	107.725
3	R6P060	6	1	138	1	1	No	161.305
3	R6P062	6	1	150	4	2	Yes	467.43
3	R6P063	6	1	6	1	1	Yes	92.035
3	R6P066	6	1	157	8	3	Yes	365.585
3	R6P067	6	2	143	1	1	No	40.61
3	R6P068	6	2	7	1	1	Yes	233.43
3	R6P069	6	2	142	1	1	No	19.63
3	R6P072	6	2	150	4	2	Yes	376.635
3	S7P001	7	1	108	1	1	No	575.8
3	S7P002	7	1	167	2	2	Yes	587.8
3	S7P003	7	1	161	1	1	No	590.9
3	S7P004	7	1	139	1	1	No	743.2
3	S7P005	7	1	176	8	3	Yes	1021.4
3	S7P006	7	1	109	1	1	No	515.3
3	S7P007	7	1	165	2	2	No	590.2
3	S7P008	7	1	164	2	1	No	660.9
3	S7P009	7	1	172	4	3	Yes	946.3
3	S7P010	7	1	160	1	1	No	276.7
3	S7P011	7	1	169	4	3	Yes	877.2
3	S7P012	7	1	177	12	3	Yes	1006.9
3	S7P013	7	1	168	2	2	Yes	656.6
3	S7P014	7	1	1	1	1	No	276.2
3	S7P015	7	1	171	4	3	Yes	635.8
3	S7P016	7	1	163	1	1	No	847.2
3	S7P017	7	1	141	1	1	Yes	684.9
3	S7P018	7	1	111	1	1	No	927.4
3	S7P019	7	1	174	8	3	Yes	1032.1
3	S7P020	7	1	7	1	1	Yes	290.1
3	S7P021	7	1	162	1	1	No	378.5
3	S7P022	7	1	173	8	3	Yes	988
3	S7P023	7	1	177	12	3	Yes	949.1
3	S7P024	7	1	9	1	1	No	980.7
3	S7P025	7	1	170	4	3	Yes	835.1
3	S7P026	7	1	175	8	3	Yes	969.4
3	S7P027	7	1	166	2	2	No	754
3	S7P028	7	2	175	8	3	Yes	923.4
3	S7P029	7	2	162	1	1	No	362.2
3	S7P030	7	2	168	2	2	Yes	705.6
3	S7P031	7	2	171	4	3	Yes	673.3
3	S7P032	7	2	166	2	2	No	802
3	S7P033	7	2	1	1	1	No	309.1
3	S7P034	7	2	177	12	3	Yes	1161.1
3	S7P035	7	2	160	1	1	No	343.8
3	S7P036	7	2	169	4	3	Yes	745.4
3	S7P037	7	2	172	4	3	Yes	1112.3
3	S7P038	7	2	111	1	1	No	819.2
3	S7P039	7	2	177	12	3	Yes	1010
3	S7P040	7	2	173	8	3	Yes	1064
3	S7P041	7	2	109	1	1	No	498.2
3	S7P042	7	2	170	4	3	Yes	950.3
3	S7P043	7	2	163	1	1	No	868.1
3	S7P044	7	2	176	8	3	Yes	980
3	S7P045	7	2	7	1	1	Yes	341.3
3	S7P046	7	2	164	2	1	No	700.3
3	S7P047	7	2	108	1	1	No	621.4
3	S7P048	7	2	9	1	1	No	919.7
3	S7P049	7	2	161	1	1	No	542
3	S7P050	7	2	165	2	2	No	561.7
3	S7P051	7	2	174	8	3	Yes	1131.8
3	S7P052	7	2	167	2	2	Yes	487.5
3	S7P053	7	2	141	1	1	Yes	617.8
3	S7P054	7	2	139	1	1	No	784.3
3	S8P001	8	1	187	4	2	No	656.7985
3	S8P002	8	1	191	8	1	No	586.206495
3	S8P003	8	1	4	1	1	No	439.7655
3	S8P005	8	1	113	1	1	No	191.3985
3	S8P006	8	1	179	1	1	No	356.2445
3	S8P007	8	1	143	1	1	No	242.04
3	S8P008	8	1	189	4	3	Yes	408.4585
3	S8P009	8	1	141	1	1	Yes	460.775
3	S8P010	8	1	197	11	2	No	185.06
3	S8P011	8	1	188	4	2	Yes	548.32
3	S8P012	8	1	181	2	1	No	952.0295
3	S8P013	8	1	185	4	1	No	690.3635
3	S8P014	8	1	183	2	2	Yes	620.14
3	S8P015	8	1	190	4	3	Yes	526.144
3	S8P017	8	1	198	11	2	Yes	709.96
3	S8P018	8	1	2	1	1	No	459.255
3	S8P020	8	1	16	2	2	No	987
3	S8P022	8	1	5	1	1	No	351.965
3	S8P023	8	1	182	2	2	Yes	834.89
3	S8P025	8	1	196	11	1	No	625.46
3	S8P026	8	1	108	1	1	No	718.562
3	S8P027	8	1	180	2	1	No	410.3945
3	S8P028	8	1	200	11	3	Yes	587.2305
3	S8P029	8	1	199	11	3	Yes	796.78005
3	S8P031	8	1	192	8	2	No	696.425
3	S8P032	8	1	178	1	1	No	50.4295
3	S8P033	8	1	194	8	3	Yes	1021.6865
3	S8P034	8	1	184	2	2	No	431.187
3	S8P036	8	1	7	1	1	Yes	49.182
3	S8P037	8	1	186	4	1	No	290.4695
3	S8P038	8	1	9	1	1	No	222.889
3	S8P039	8	1	193	8	2	Yes	583.1605
3	S8P040	8	1	195	8	3	Yes	811.2765
3	S8P042	8	2	186	4	1	No	293.360005
3	S8P043	8	2	198	11	2	Yes	500.73
3	S8P044	8	2	7	1	1	Yes	262.5
3	S8P045	8	2	5	1	1	No	352.91
3	S8P046	8	2	187	4	2	No	191.2
3	S8P047	8	2	194	8	3	Yes	572.96
3	S8P048	8	2	184	2	2	No	178.47
3	S8P050	8	2	192	8	2	No	671.545
3	S8P051	8	2	141	1	1	Yes	148.815
3	S8P052	8	2	113	1	1	No	68.64
3	S8P053	8	2	9	1	1	No	332.945
3	S8P055	8	2	200	11	3	Yes	465.89
3	S8P056	8	2	178	1	1	No	34.5
3	S8P059	8	2	143	1	1	No	181.06
3	S8P060	8	2	195	8	3	Yes	520.09
3	S8P061	8	2	182	2	2	Yes	1137.27
3	S8P062	8	2	197	11	2	No	639.975005
3	S8P063	8	2	185	4	1	No	612.18
3	S8P064	8	2	16	2	2	No	420.605
3	S8P065	8	2	2	1	1	No	345.715
3	S8P066	8	2	191	8	1	No	649.789535
3	S8P068	8	2	179	1	1	No	300.34
3	S8P069	8	2	181	2	1	No	421.635
3	S8P070	8	2	183	2	2	Yes	476.41
3	S8P071	8	2	188	4	2	Yes	448.075
3	S8P072	8	2	199	11	3	Yes	630.944985
3	S8P073	8	2	189	4	3	Yes	720.105
3	S8P074	8	2	108	1	1	No	731
3	S8P075	8	2	196	11	1	No	450.06
3	S8P076	8	2	193	8	2	Yes	657.06
3	S8P077	8	2	4	1	1	No	455
3	S8P078	8	2	190	4	3	Yes	447.625
3	S8P079	8	2	180	2	1	No	274.14
